song_id,song_length,genre_ids,artist_name,composer,lyricist,language
42Py6n4ZTfi+HwanGwSMZfA/pmKWgdh9rlPFj4zVgS8=,296054,465,黃小琥 (Tiger Huang),李偲菘,葛大為,3
VdJPX8Rqu6P6+aikNPzM1fBvD36w2LnRG7iBvSVYBe4=,224026,465,Emmy Rossum,,,52
sisX8Yv3hGiW/HORzFROwQeTRZCPBK0S5gxTcfJGsNY=,240091,1259,PnB Rock,,,52
684FLvdz/CXt9ejCrTAbmnTXgRC1Hu+vy4s8dLbadtg=,34086,1259,Loyle Carner,Ben Coyle Larner,,52
L4d8hAHWLtTI2UYItctjhdhsPbJgfCipHMKJWeDCtnk=,209723,786,Brian Crain,,,-1
apZgr5spZU2nwZ+3t8YhH41ZZMaLAN+4qyEvLmuYCuw=,266542,465,汪蘇瀧 (Silence Wang),汪蘇瀧,汪蘇瀧,3
qlRhUvWrG+bn8X6545EaOnREEPBn/noLD5Yzhk3gm0I=,201642,958,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,,-1
NXtL8UASOWtBy6WaGsFgAIQoe6SycGIvBUfEQnbFa0s=,219892,465,劉愷威 (Hawick Lau),,,3
ke1eYorW7XObhbhK7C3fGoCo5ryZkxrEPY7GyxXxq5c=,188871,921,Alan Menken,Alan Menken,,52
lGgZGSSAXCffDuQp9PFIhSl8bF2jICuV0gAmWieTHQw=,129880,139|125|109,Professor Longhair,,,52
glqWN90JjZ6rnPwOKYatAicupEoqn1Iy99jx16mGqls=,209330,1011,Carrie Underwood,Jason White,Jason White,52
cx2lypWfp2kZ/e/Fihv5IlzhV1punF9Kb7yZNVU/iGs=,221727,444,M.C the Max,,,31
hfgl2qSsYphyDzl7hQO32vEujw6w2tT/Sq5v2An6ICE=,209920,465,Air Supply,Dominic Bugatti| Frank Musker,Dominic Bugatti| Frank Musker,52
GCcj/rkQLBFobi/xi+1J+Vi35K6JgqNIqeZTHXQmAEw=,245667,465,John Mayer,,,52
TIJH/vOoB1EgA6+gR4goIjkFuZH9wA0zxGxhw9Vt0V8=,226858,465,Celine Dion,,,52
91G3NucLdgnvLgDZYGJDGG3jI9P8ld+msiJbbEngi14=,250961,465,Celine Dion,,,52
9FR/iWBBojVidlsa3VUogiBodwhB3y4gJRxJyJMUo7A=,215063,465,P!nk,,,52
XCz7IqgwKhMoTTGHXZ20i42IYGV55tr6jyGgA1wlQZk=,226580,921,世界電影一百年紀念,,,52
7qKTK5I/2IMiOPVqNyGESTQrARLpvIr4Md36o64UAPA=,235650,465,AKDONG MUSICIAN (AKMU),,,31
7Gn7N2D1bZYfDBDPWoQ8LKyNnuij/Z/JTNw3TRoGUYQ=,222981,1259,Chip,,,52
YuGt+2ztDAZENsRaVE5sLW3cRUd8QhrRdDzyEvSC3bU=,199026,465,Pentatonix,Irving Berlin,Irving Berlin,52
97wCR9jNN8WvCS7ifOc+MvUOaU601nrmTKeluLEmTog=,193920,458,翁梓銘,翁梓銘,翁梓銘,3
uysU/G31Zs/Z6Y38Yr+MugE8cjCvCgIz1k3Xtbo1weM=,219115,465,Aoi Sola,今井了介,倪瑞梓,3
IZyZYZs6uHrBUJgYl4rSJ4JdfhSE1iHmPFnQDlczaxQ=,206053,545,恆春兮工商服務,,,-1
k6sb6nN6AiL/i1cruVxOfGBg33o4sbF1ChllSbUAgbY=,179722,947,証聲音樂圖書館 ECHO MUSIC,Jeremy Moyer,,-1
VaXTNM/Ur1R5rNXrFFXZ+W3OQOyarJ9PMuKHkQHHJsg=,220786,465,范瑋琪 (Christine Fan),Carlsson+THompson,李焯雄,3
AIzsJhiQRNZQFKJkwZzcMxXTbIERxmK5Vlyhu28LFwE=,313748,465,Ibiza Fitness Music Workout| Spinning Workout| The Gym All-Stars,Christo| Guy Manuel Homem| Bangalter| Thomas,,52
GcIfIosjKUMYEncGhmC6DJbKpiKm1JHE+WSutxzc514=,237557,1259,Simon D,조휴일| 이혁기,,52
PdvFN0fK6pzbKc0fQE5hgveIS7utQOS9AW4vtQxkHyw=,202396,444,FIESTAR,,,31
GtQukf1+EjYjyENdXclRiLs1zZdadZi7Qknem70mpqk=,236379,2022,Crown The Empire,,,52
LYonnMJVzVatb4VrLtbn7J760Mo1c5jnk1+XuTTPo3s=,286209,465,A Fine Frenzy,Alison Sudol,,52
PczGFkxixSovCJ8VJecwORamjFY48E+pGsurAeQ4jP4=,142756,2022,Darkbuster,,,52
s4uW/zlzGU5HpPvXrDtcdUVmeR5LaaMacKPXqe3C7FQ=,259715,2022,斉藤和義,齊藤和義,齊藤和義,17
on9jCSHkKbfWyfGnbtEqEKIkwDNjvx/tdoMhLQbjh8U=,266945,465,Duran Duran,Andy Taylor| John Taylor| Nick Rhodes| Roger Taylor| Simon Le Bon,,52
vSVLbh8LjOdGlXMf8WqfVbIGV9t4CVObodtWNZvfUKA=,232571,465,Tokio Hotel,,,52
5O3+lFlPAn4uT/iRmr8FZPa5brhtU2OiQ89cRM6nYs8=,374862,947,Various Artists,Lee Sun-Don,,-1
X7eRaUVH9mgsQGCTjnj7eFodXikkdbOgfl+wsaHf1tc=,186874,465,Oh Gravity,,,52
YAqZ8rmAZ3gaPsuTMhyo57COP1RhBbLm+8nel27iRLQ=,225488,465,BIGBANG,,,31
/VbsCsI0SwLbtT8C0pj6kFr2QAtakCEiFizI2Zn6VLI=,332617,1609,House Dazzle,,,52
fC+W50lYvXz97J0isNhNYPegvRIw8+4f7p5y8aWkXyo=,125910,958,アフラートゥス・クァルテット,Jacques Ibert,,-1
vi7VR/XNCTrgwfy4EPQrl00y8GIOVcoCr4LXQlfnQ1E=,462053,2122,V.A,Ｓｏｐｈｉｅ　Ｈｕｔｃｈｉｎｇｓ,―,52
U4kLJXf7nbkdl52x0U3zF/4jt27WeRXZL6h0kZ93zMc=,263593,2022,Sia,Sia Furler|Sam Dixon,,-1
ZvW77sewZZHJZZ8Pg5udSg9pdXn9OegKuuP1epcL9LE=,414545,2022,Mice Parade,,,52
Krbcja9SoQ/tAlUyJj9ItOYIBBHxDRLUKfyWxOwGPSg=,273136,465,Dear Jane,Khalil Fong,Wyman Wong,24
OcJDfVWfBAzmshzB3OXrdExWiSeLBFv+2OBIYN/Aklc=,176457,359,Niv Ast,Niv Ast,Niv Ast,52
kWG8ct2UKSsEKxpPh8yibacK+fiq8n+SBhRyk4R7uag=,218883,465,2PM,Kenn Kato;Michael Yano;NA.ZU.NA;M.I,,17
aYowipPLSCaapPW1GCHGls6OJD2MKaZt1bXODVKhiKo=,88050,958,Seong-Jin Cho,Frédéric Chopin,,-1
DilZVHN97OgtqfOTMFZ0EOOXJTqKlkDS1QY4MkJhqMw=,226905,465,Empire Records,Robin Wilson| Jesse Valenzuela| Marshall Crenshaw,,-1
G/C3Id+Bgnj8Hqu/MLsDhhm0ac0FZ/FVCtoFhrAdA0E=,305057,465,AMATSUKI (天月-あまつき-),Sakou Tomohisa,Amatsuki| Sakou Tomohisa,17
T07sRUZ5VDt/mkErsYduEy8EcQQZG4ep5zIql9Utx2g=,403980,958,Robert Casadesus,,,-1
KPN2qE2XINbuBFupHAsn9t47bIl2kGxvwQgcWbaD1bQ=,395621,2122,Jazz to Soul,Jean-Marie LAGACHE,,-1
uefBKN6W5Iapf/AG+MiHsynmtaq0fMpJTBb0/WhMjpI=,251193,1609,DJ Elvis,Mike Oldfield,Mike Oldfield,52
EpBa61uJ7bwEv8dyMn41Rt7CLjlNMcauXUPF8rovgWM=,287242,465,EXILE,,,17
1dyM1N5iJ6xHT/nknzZHOdpfBBsRoPe5pzqAEEo1knU=,337107,465,Namie Amuro (安室奈美恵),Nao ymt,Nao ymt,17
yKgcU4HV32WtK/LkOREm7JGJD/aqa6vfmVSp4FjsnTM=,216199,423,Jacob Forever,Yosdany Jacob Carmenates| Alejandro Urra Escalona| Fernando Lázaro Otero Van Caneghem| Carlos Efrén Reyes Rosado,Yosdany Jacob Carmenates| Alejandro Urra Escalona| Fernando Lázaro Otero Van Caneghem| Carlos Efrén Reyes Rosado,52
FmBVFSr0HJhVx4hoVhKHV2d9oI0Z5785bgFCQ1bRCwQ=,209684,1609,Dance Bomb,,,52
RPMiJ5HC3S/Y8TCROBDrqQ81u/rwncGd+MvUtuix7Hk=,281704,465,Ayaka Hirahara (平原綾香),,,17
0lYAUR56Oyt4j9TOszVEZNNtU5aJLZA1PDrI/jczStw=,205403,465,鄭伊健 (Ekin Cheng),陳光榮,林夕,24
4AL3mwDXGDEXSAcN8xVPqj20SMe39qOjTWeDNk4DXJs=,112895,864|857|850|843,仙劍奇俠傳 電玩原聲帶,,,-1
vMDyCdslojQuFwuTMFIB0tDUyahi213hazEruPOkhEU=,187199,465,Night Fever High Song,,,52
onQgyTNxADvQRHoZkh0OZmpwuvU/uplVb823SsVXWvM=,240976,465,Country Superstars Biggest Hits (3 Pak),,,52
SoAP5dKnKByQe82esTsqvrsivvgRbJtaHkkwbjufRoE=,215063,786,辻井伸行,ｸﾛｰﾄﾞ・ﾄﾞﾋﾞｭｯｼｰ,,-1
ExybIL1v0Z+Nu/H8f6hNgYmGrGwT6Js4O8a5tkgV/hE=,460056,359,Green Day,Green Day,Billie Joe Armstrong,52
0OTdH/J0cQDmQLit224QIJoC+2m2z3l/o6hdFKUI8Wo=,298887,1259,Eminem,Marshall Mathers| E. Haynie| J. Osbourne| Anthony Frank Iommi| William Ward| T. Butler,,52
NS18X9VqFDvGxv7ziGLGW/+/+Nw6Fz3zaX8ScnRA8+k=,208654,465,SUPER JUNIOR,Korean Lyrics by Seo Ji Eum  / Lee| Seu Ran/ Lee| Hyo Min  Twice As Nice (Nicholas Audino & Lewis Hughes) / Nermin Harambasic / Martin Mulholland,Korean Lyrics by Seo Ji Eum  / Lee| Seu Ran/ Lee| Hyo Min  Twice As Nice (Nicholas Audino & Lewis Hughes) / Nermin Harambasic / Martin Mulholland,31
Z6LgIPfBpAvgK+2X50WdFKqbqQLWiLoYCM8A240Ihb8=,421982,2022,Grateful Dead,,,52
o1X+4ezx7tE/MygCfCrKBv/VZdprHNIQXhMI27MPgCE=,196649,465,証聲音樂圖書館 ECHO MUSIC,Rory More O’Donoghue,,52
3dQOv5oxkeo8CCG6FXV29zvS1Iw9RexW0VDn64wDhcA=,263471,1609,K-Poppers,,,52
OqHXDANyIt63vdTsVJ4N2GBC4SY9LvJczFetoXurphI=,326948,465,伍佰 & China Blue,,,3
iqfwcbkpbSD+vCkz8gPizx2YzriA831eL429Gb3UfGg=,458057,1152,Asian Zen Spa Music Meditation,Neuromancer,,-1
QsAsBRA5HPNb/1MtgN9vwXV0TZ5mRTBu5Veswict/LA=,225880,921,Idina Menzel,,,52
hwx6rz/4Ex0e5NLrJJGjW0N0UwxHAd0yfRCUJvyhF8Y=,455250,786,Hong Kong Chinese Orchestra,,,-1
Kgcaju04+5eroKnf20g3EqqchWfJdNuxfdX5JD+UXac=,231178,359,Bastille,Dan Smith,,52
BvfZ8SRQ7ajzT5WaoC6uZJ3rGRzGnf+k1m0HmfQ6+oc=,272045,1630,Little River Band,Graeham Goble,,52
n/jamvYIfPxU9y9lDRRFD61GF9SUGbArOvR2JtPwIBQ=,505521,1609,Tiësto,Brian Transeau| Tijs Verwest,,52
BM32R1UCD+MgnY893AhdPMoL7L0SlPlqAsJBe7qt9Sw=,250775,,Hong Kong Sunset Lounge Bar| Romantic Music Ensemble| The Jazz Masters,,,52
ckgjYqpN5XkjpBaQvqR9Qjy9kvZK1sNFtJ7OKRiBg5w=,100124,465,OneRepublic,Brent Kutzle| Ryan Tedder,,52
5tVMY0Er6nJoXv9zrBvE8+E1cZ3aQk8jmGzdxJ3AKPA=,282629,465,Various,Hua-Juan Zheng,Zhuo-Xiong Li,3
W9IIfuqvffWP/xlYFecKewCYJ4+nhM/GLQZgUL7lHmk=,165233,2122,Billy Holiday,,,-1
y8a9biROW/82gY3JkqE9diYUF87L3pugMD5qP4iW3bE=,258507,465,林瓊瓏,,,3
mWG/CEt1i3KnA7u7UWrBzZPJjNUEb6zh8wsUsDjuVzM=,261363,2022,Guns N' Roses,Duff McKagan| Izzy Stradlin| Slash| W. Axl Rose,,52
X5hE7AuzK7uLtMmWXzObe2dQult4gxpqHAIqneU6Oss=,286406,786,東方冥想音樂系列,奕睆,,-1
rUkY/EObrFtV95TuLo8pPhLigNsPg7+ufAUgigoiZTg=,225854,465,李常磊,李常磊,李常磊,3
2EI/wrwEedVKJlw5cBNEDgGK2ozW5vXw1w93UoXVGO8=,360977,2122,Jazz in The Lobby Bar,,,-1
hEdlRytAkRw5+mIcFEqNksgl7JNL3FMqhmTW4RlOGNQ=,130925,947,勁樂音樂Big Bang& Fuzz,Gary M Guttman/ASCAP,Gary M Guttman/ASCAP,-1
lvIddHdsiH7uHgvirfCTgihJygLTWm9drqK8LNJabdc=,219475,1572|275,Ron Pope,,,52
1ZHG1bX9maS1NZNzcpt+lqcuCEVqPeCP4t8ptze61EQ=,278360,864|857|850|843,Kenichi Suzumura (鈴村健一),渡辺拓也,鈴村健一,17
7hPgezHZhRDlqF2vsGHbBwNc/bw96x1NuEclbHjbYPU=,225489,1011,Brett Eldredge,,,52
H693U2dkzyL/DddGDPIcRJOBQDt6mvbv+zBUbSYb+aw=,217222,139,Christina Milian,Rodney Jerkins| Daniel Nixon| Delisha Thomas,,-1
e1oEtd2+aZcuUiNEY4aR2xPRUC54f14+gZJKqH0k0YQ=,344424,1259,The Notorious B.I.G.,,,52
jqk5/1Pti+q+poaBHLtFo2S74cKoAEf4yLqIZ7FHNnk=,268840,139,India.Arie,,,52
ffQh460yFEDs5S9S6K2t4CKat9Q8pYaCnz9Jik6+2dM=,204428,465,張學友 (Jacky Cheung),Koji Tamaki,,24
OSy9UsGLK2ET80qhOfp1buRgaykkqf8Qw5hvjzn1tZc=,244610,458,何瑞康 (RayKang),何瑞康 RayKang,何瑞康 RayKang,3
6lLgV2VgkDACinym1PKHYYhn8x2m9GVPH2u/NIgNG9o=,254815,798,純愛年代,,,52
f1iVePKvOgaBGuTlgy6mYFyXXopGxxBmX8eg2+AmZ0Y=,295471,2022,Led Zeppelin,Jimmy Page| Robert Plant| John Paul Jones,,52
sgFYn4nem2bfy7qqT0H4nIAus7eSnzV2MmsjPFG0yXI=,218824,465,Zumba Fitness,,,52
61BRibgUDahycfTGd/hmVhIm/NN15WsHOyl+1nDkVwk=,214273,465,Andrea Bocelli,Antonio Carlos Jobim| Antonio Carlos Jobim,,52
FI3odZqqWjKVmDy/51/bFNW78aO+VdNSXq3iW7vT/w4=,224862,465,Feist,Leslie Feist,,52
2ZfJ1qOdt/IwAKhvq60cE0SA2cp/o3ISrzbhIHnZep0=,236225,1609,Project 46,Ryan Henderson / Thomas Shaw/ Brooke Tomlinson/ Tat Tong/ Jovany Javier/ Wes Avery,,52
1m45oX1AcwBZKL8Xpys5TgAhDKot1ji6OQKyv0yEzKo=,187647,359,Peking Duk,Adam Hyde| Reuben Styles| Ben Woolner-Kirkham,Adam Hyde| Reuben Styles| Ben Woolner-Kirkham,52
f8nqqNnPfEiG/jKEE49WyQ+zcgnDG39DRGZA/5r6T/g=,153600,1259,路壹 (Lu1),14?,Lu1,3
yOaFA6qnuu6lwNpEjeB0csyeyLHf9t5k4fNKHmh8TcU=,212323,94,4 G Project,Barzen,Barzen,52
WQJk5dXe3QpJxRYhNDJAuF0DLrA0zvIk+KF9UQV2R0U=,211302,465,Wintergatan,,,52
YaiebSGyA6aTqbwsDSGLKa2eUMShOAd/mBZxhcTJ1HQ=,252969,465,北乃きい,宗本康兵,北乃きい,17
jFcvrabx3T3+MlGb0perZ2IAarLH0EMuZJMLqkWR0ac=,318902,1152,Jazz Lounge Music Club Chicago,Neuromancer,,-1
nTj1Ej3bYVTqZDVo1VYiicpIHE/ZTal4mLACyJCH/Ls=,237932,1259,Sammy Adams feat. B.o.B,Sammy Adams|Mike Caren|MdL|Geoffrey Earley|Jacob Luttrell|Kirk Jerel Randle|Alexander Izquierdo|George Michael Farr|Paul Gadd|Bobby Ray Simmons Jr.,Sammy Adams|Mike Caren|MdL|Geoffrey Earley|Jacob Luttrell|Kirk Jerel Randle|Alexander Izquierdo|George Michael Farr|Paul Gadd|Bobby Ray Simmons Jr.,52
H/7s50TJKaAnNIjwBtzOUOxeDyazZRsdwcmKZtOXRdo=,209629,465,VA韓樂合輯,Sin Sa Dong Ho Raeng I| Chae Kyu Lee,,31
J7WKdshxnOPgfetnKBHaDSZUSg85szillYERVPpJmBc=,225930,1259,Young Hyeenaz,,,52
RFt3LA3s0iVcMlIO8MgjXlGCTzslJBQ8ybdGgsDLMP0=,200698,1609,Ben DJ & Chris Willis,,,52
ipjHOYf8JrU3YqJtsbgOQD9LQbSj4U6cyl8jNwzsKOg=,256522,465,Morning Musume (モーニング娘。),,,17
es5TW6L+IB8lbhzFoTBG9fceHEGTmblt6l7wmd0nzL8=,302393,1152,RELAX WORLD,ＲＥＬＡＸ　ＷＯＲＬＤ,,17
i9miKPCdVUdJgtkykkqID2as5cf+F526xnL3AThZcXE=,176875,465,Jesper Jenset,Jesper Jenset| Martine René| Julimar Santos,Jesper Jenset| Martine René| Julimar Santos,52
am6XM/HVZ66XgwUHj2is5WgzMvy2e46aAlnNgV5alz0=,415514,921,James Horner,Johann Strauss| Jr.,,52
50gMhhYaAZscvNh0P8OnVTA17HwstvJ1+5iFohJSt94=,126757,465,Pay money To my Pain [P.T.P],,,52
6e32TCysQsbYeuX+zVxy6wlXTpt2b8K8QW2zbza+6Sk=,108808,864|857|850|843,仙劍奇俠傳 電玩原聲帶,,,-1
fmpbuYZsKYP077enXmDBX6uVB2vmhPI8Rj0h6pb+E58=,296228,465,EXILE,,,17
54y9gncBAx4sHzf8A1PCBIIqyXBq6rJFVfOWwv2WL2I=,1196059,474,天下霸唱+禦定六壬,,,-1
bLst5CaKx2YmAMUCJeo70vhiL8blE6JU7imhTz4a8k4=,330837,2086|374,Jazzflora,,,-1
sBw3zNSWay4xBvmx42DYzqfu5RFMSFl1+jUz/LOEaOQ=,236982,465,容祖兒 (Joey Yung),王雙駿,黃偉文,24
RB+hPdk+wBIErIQogAhV3k/10fMkNH4tMApNKYmXMQ0=,468067,2122,Blue Mitchell,Blue Mitchell,,-1
DcSYAseEz06GFR63XkixrbekqEK01AnYmSpWrAhyyPU=,178607,1152,Los Mustang,Heddy West| Mapel,,-1
AN4c+Uy0FdTn/bHdWgXfwCafVRPOgFF11cAlOGjxDBM=,365575,465|798,劉偉仁,劉偉仁,劉偉仁,3
1m/fwPg9CaqF0jfgyQaZJxpuNf27WreURuoU+HcQLok=,208979,1011,Don Williams,Don Williams| Wayland D. Holyfield,,52
bInqs58GGqaKXSG273c+kaWycRBXAQBWDvmLAMGPogs=,287880,786,Kotaro Oshio (押尾コータロー),oshio kotaro,,17
UbJkIkiK7C+AZGHCqU1j9GbgOi3BGN3NiLNQsqBB1/Y=,209815,359,Frightened Rabbit,,,52
/Y044ndL5HBl7cM20dnRr8kAESew+aSJPILCAsRlanA=,217663,465,許廷鏗 (Alfred Hui),,,24
j3tyf3itQYV/vVYq5F/ynTYE32LSTE4Ficd4seiVzSk=,107311,786,貴族精選,Francisco Tarrega,,-1
9k34fyWZA69qiF+L3OGdZAUvojSuwt85wQaLhEmRtEE=,220368,444,AOA,,,31
Zcol050xXMAwiTx0LipceHnOi3FuMI+8sZ6iTBZUqHM=,227213,465,戴佩妮 (Penny Tai),,,3
Fc7Lvs8QCcuKP5gK4zDKH8heGPTy9XkY2zsaniy5Syw=,212906,359,Ducktails,Matthew Mondanile,Matthew Mondanile,52
zzTXbi2QDOlz14wtCfGw0d2SHUId6KyZYM7sH3Xs2UI=,260899,118,Fahrelle Devine,Fahrelle C. Devine,,52
XvTkOCtG6N4/9KeFuvZT318Vtyf29MbLZY7iUkSieiA=,229250,388,ピアノ 胎教 音楽 Masters,Neuromancer,,-1
VDstDo5QY4AEUvoEUj2LaAFdHxVqop5kQ+I7YTmEmMQ=,228480,458,蔣卓嘉 (GJ),GJ,GJ,3
f8/yxXLT8/hENDkcudzHhytnOwyUKJ+/JCY7Y+L/Gsw=,237600,458,八三夭 (The Last Day of Summer 831),八三夭 阿璞,八三夭 阿璞,3
blOIdnDk7/zU/Ve7VwKVOX50+AgIwK8OR78NRt9xENE=,206471,465,CHARLIE PUTH,,,52
p0vznXPDpqFXtJzcvx4f9NxqLDC+1PQ9/Prr8kUdSuc=,161149,1609,The Chainsmokers,Andrew Taggart| Shaun Frank| Frederic Kennett| Ashley Frangipane| Isaac Slade| Joseph King,Andrew Taggart| Shaun Frank| Frederic Kennett| Ashley Frangipane| Isaac Slade| Joseph King,52
eW1d3l1sSncU4sGM69MJtIG79wnXbdy8FZKpFVElS0g=,205264,465,Lady Gaga,Lady Gaga| Mark Ronson| Hillary Lindsey,,52
45o37LWU8UtPTmav4Vcguou+he77PI08CgMVEFprlzc=,158016,958,勁樂音樂Big Bang& Fuzz,Lincoln Jaeger,Lincoln Jaeger,-1
Y3mWSxXWqOcRMaDKKJHaavrYOT+3Rk6H//6I/y1l3YU=,298736,465,A-Lin,李榮浩,姚若龍,3
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,320470,465,林俊傑 (JJ Lin),林俊傑,孫燕姿/易家揚,3
26zyjnOVJCMbVuJhPabu+nhf5ABK9PwEx1FqUJD5P7M=,202478,444,HyunA,Jae-Woo Seo| Tae Ho Kim| Young Jin Son,,31
T+bnzp48Mai4nVABWxFcN6MOpNfqPLMGV5AG30ZgECY=,182323,2022,The Offspring,The Offspring,,52
d2k4F/IYpmudgfCxsRAXVHBdYHPfcWmhCYmjdXxigLE=,225567,465|1259,玖壹壹,陳皓宇,洪瑜鴻,3
FQyXcXE/YEpja6metXIdWycp1wJNuhT8nus4CgfOhJ8=,238550,465,周杰倫 (Jay Chou),周杰倫,方文山,3
thaFlpb02yjJCp5PKKLoQk04cKljR5ZCMI56jvjhuG8=,226742,465,王心凌 (Cyndi Wang),饒善強,潘沁珈/小依,3
5PxzrHQu9AXWD8fDK3tw9wO3VNRUpYfizerE8PZ29sg=,135976,458,葛仲珊 (MISS KO),Miss Ko,,3
shYcSF/8MpYMxMzLfRznBZjwoQIvd+RUH06UamCj8ks=,205635,465,Justin Bieber,Justin Bieber| Jason Boyd| Mason Levy,,52
7Vhc/EhkelBgYBbg1o61EUQ7AfDHjJcQdpO0BRPoXz0=,203546,465,Namie Amuro (安室奈美恵),,,17
x3qbrSdjgM2pgKEyhp1jeVYSKfyiELuxFS1eXKOamF0=,297273,465,江蕙 (Jody Jiang),周杰倫,方文山,10
EEThevp5JK7E646AmNQsvuHhdnz8J+ol3BdzvqgeEbc=,252168,444,Jung Joon Young,Jung Joon Young| Jihun Lee,,31
2p30+xf3egFsxbNzlraSFYZpnsxxIt9wVDLHNb8cRMk=,212416,1609,Jonas Blue,Tracy Chapman,,52
Q20nAPZ2fmFDC5k3lKC9XhXdof+GleNsw69N3Q2v4AI=,90650,921,Various Artists,Brian Holland| Denzil Delano Foster| Don Raye| Eddie Holland| Hughie Prince| Kenny Nolan| Lamont Dozier| Zachary Hanson| Bob Crewe| Taylor Hanson| Thomas Craig McElroy| Isaac Hanson,,52
f+kUjlxaL1nKJ2FZCOkc40O8YHvA5KJY24ykMh3qXII=,203546,444,I.O.I,,,31
rWGREv0KoxnV4Dokl0betMIPeUFUOCr3SK0/ZgjZGYA=,300408,458,徐佳瑩 (Lala Hsu),徐佳瑩,葛大為,3
IefkWAcgnN+w0Ifri3bsWvVm/PSLUVCDCyOcGNUqzf0=,237296,444,Sleepy,,,31
ey4lDQFHRLKMtsFDHfS/+FFiJPvp44XJW4yVFHRgOMc=,273345,451,張學友 (Jacky Cheung),Camilo Blanes,,24
ORTQ1wXdU/WmDSs05o9yO9eUk5Rv+M1Ovy2yMGpz+7c=,312215,2122,Poncho Sanchez,Bobby Woodlen| Bronislaw Kaper| Grace Sampson| Mario Bauza| Ned Washington,,-1
rophCsL37EeYK16AQB/htcQP6750AXppzfJXdobMtVI=,188917,465,Kelly Clarkson,,,52
gJv5MWaChPmsY+3v7nOjRAKFKkjbIQaLkLlZ9lvhdwU=,182973,921,Various Artists,Ruo Han Li Wang,,3
3T/0nmbEMYJ9VRSvkhICnJHbjcaJwrZEwoQDFL0mgKI=,204209,465,LunchMoney Lewis,Gamal Lewis| Eric Frederic| Jacob Kasher Hindlin| Rickard Göransson,Gamal Lewis| Eric Frederic| Jacob Kasher Hindlin| Rickard Göransson,52
olnKoOStMAOcymQtrfNbNZs3cpMCytU4jjG5KnKzVU0=,279301,465,卓文萱 (Genie Zhuo),趙之璧,五月天阿信,3
rtHUq6MrCB7CjJTwLT7f/tEu7UvPpjUOZ2btFr/dWQo=,247118,465,江蕙 (Jody Jiang),,,10
9i3d5BjXoxEVKM2+eK3z3GJH/o66mmypUbH0IcA7m30=,235914,465,Ariana Grande,Max Martin| Johan Carlsson| Ross Golan,,52
wukkBDTScmFlSHh72LWTqISGfHRAjTdmal3d3x1hde4=,237191,465,鹿晗,李俊曈+劉思超(Squareloud)| Matthew Tishler,Chan Yu Li(Sherry Li(李禪玉)| 李俊曈+劉思超(Squareloud),3
AOnmJdRuWhi/QyIyrNuyFpbvqDp2VGUfoqhSY7e9I+Y=,243304,444,AKDONG MUSICIAN (AKMU),Lee Chan Hyuk,Lee Chan Hyuk,31
YrueDJ/LxthWiUza3Mo+Uw8aJ/U63HUfo53kQX0aZus=,211673,451,謝安琪 (Kay Tse),Eric Kwok,,24
UXlH1ipLG2E0fETw0mK/ls61jK/HkdDvz2Z08KLQnVk=,221750,465,Justin Bieber,,,52
i8k0U249A9nSWsLmMLQ+QM325iWExyBHa88f9EyuINY=,193320,444,SF9,Andy Roda| Lee Seong-Han| Sedat Türüc| Tom Hugo,Misfit,31
WjS5QYWBeoVZfT0atVv0fN8VKjJtzzTukk5kfJoTU3Y=,112895,2122,爵士演奏輯,,,-1
yzM3Q8M3d6z3tmTpT+R3jEvF+HexRmgnbl5S/CBZBvE=,191611,465,2016 Billboard Masters,2016 Billboard Masters,,52
BmtR7SvUSr5JrJk0gqz436t1YfwSZkU5UQjuLUV5uPU=,267029,451,王菲 (Faye Wong),Wei Jen Yuan,,3
V+8Pp81HIVzsKDjKJIa5J0jOMRy+70JJTqA5nbjg56w=,242555,465,陳小春 (Jordan Chan),包小柏,易家揚,3
lkczjw5PyF8xOmRn3PN71d/BhmgrzVx8qTih4EjsQGQ=,191346,1616,Hardwell| Jay Sean,R. Van De Corput| Diederik van Elsas| P. Warrington| J. Reesema| Joren Van Der Voort,R. Van De Corput| Diederik van Elsas| P. Warrington| J. Reesema| Joren Van Der Voort,52
yP7AED3Ekkvxc3zjs1UQMQ+AUxW9c5WSWB6rnHkBcyI=,183855,423,Shakira,,,52
G+H07F34lSf10IBa16XAqFZzt2CPdCpI1AJqCOAR9Yk=,236251,465,張秀卿,,,10
s4TaQtNzITNowbiKOWkYqCJCFzZe/eL93HSCS3UErac=,242625,1969,Suchmos,HSU,HSU,17
/GwW48M3dUk2W1v8/+xqaS2X+qBj/doFfGpEBXII4Q8=,117839,786,Joe Hisaishi (久石譲),久石讓,,-1
llEGry04WR6RR6olBlPzOKO2lx3gxabQl9pU/MAjqqo=,239020,465,SpeXial,Victor 劉偉德 / 蔡志浩,黃柏勳 / Jerry Feng,3
ZEU2Bylyi62kO7pESijNVlgFLsbLL4zgC54Fcp/QhbY=,229720,921,Ailee,,,31
0KWAUY4vS6mvOMCRZGIMGWnWza/3WShud+FohBvX1ZU=,366921,465,戴佩妮 (Penny Tai),戴佩妮,戴佩妮,3
g4kFNOGuycc/eH/55IgFKELtn5jCoQKx+w4ZdwPzbik=,283562,2022,RADWIMPS,Yojiro Noda,,17
