msno,city,bd,gender,registered_via,registration_init_time,expiration_date
2a3SjjpUEzn2LX/lworFgkBikzGUxigGN9jIKxI2ZxY=,5,0,,9,20160306,20180510
9K+lzxPqo+sgclkwBIoTErLb8sUoDfW07lTcyIBHsME=,1,0,,7,20151226,20170930
rGbXmjKDOsBV9n2LJEPtx4GcJS00c7Bs9ZFo6icxVJM=,13,23,male,9,20110705,20170919
rBTD2ITuAAmT4i5W7/If5rw/RVhx9av9xqgAFSzM9J8=,1,0,,7,20130708,20170106
EcpOxS242bDBy/etPBZ6AVJCPnrSSj//YDdOZi5UCSY=,15,29,male,9,20150811,20170914
8xO2aP2ksb7SRrYKQVAfpDUsvqBzpXry4Pdo7sEYXRY=,10,20,female,9,20160109,20170808
nh1pfIIGsIGH8B2mF4BFgKEe7Xu/DShRTEc5IocwqGQ=,1,0,,4,20170103,20170106
dh3MmxgwWb9MKI+xrYEOu+cI5S3lddf9nL77QClh6zg=,1,0,,7,20110608,20171008
zNJvYvDoq+Y4P0tqKxKblh4CKPgS/Lql9gA1XXUDbBA=,5,0,,9,20150101,20161127
kgL1fwxrBA7cZPzZ0Lbi5Oi+hqK7fqCPbXsa5Fo5INQ=,1,0,,7,20151025,20170930
AOH7XeCkTFEf3IIZglFcob7t0voXwDQUM3pRyjb/lMw=,1,0,,7,20150718,20170717
nMivY15bIt+JnUI0ofPBA0aKtB/sXIhIp1sqH1sN6E0=,1,0,,4,20160323,20160326
/hCBnyUMawyRMlt1CdIXMcR50/7EML5EX7q0KKxvJdw=,1,0,,4,20160829,20170610
K0a4pSC/6TD7mNMp1TtWMrZ1CS0Ev56f5hv3myQ34M4=,1,0,,4,20160323,20161206
7VrDOwTb1NEDjHOlyp1H1aPd8A6pFxlZYlqZrKjdE7A=,5,34,female,3,20160903,20170809
fd+hjyhxhYz/VNHZ5kL5Y4hWR3WPV7v2y6rJCOb2vW8=,16,26,male,7,20101211,20170911
VolQU2NtgXKZ6TP97idroGfHqs6vdLAGwqwm0PJofY0=,14,19,male,4,20151028,20170712
LEXg9x2bhdSVlYh6TfTUwK04k2qw8vAb5xoamHHY6hc=,5,30,male,3,20150412,20171231
P43UtWPpw2hU0zvHFdMXbdi0pjecCkT5V/WWWFNqiXU=,1,0,,4,20170213,20170216
A3dUSpygM64yiWIXCNnFSHGJ1S5SAUUexXMcjdVPCIo=,1,0,,9,20150425,20150426
RcVPdg3dmbzFIqpZpeQ1unFXsQve3vj6PNbwbshOfRA=,13,22,female,4,20160605,20160608
si//bMbS2VGGZVia+720Zj0z4w2Jbd3GHKYJUVK95h8=,5,36,male,9,20070426,20180220
87S/dSkaf8erDIweZvIgElLWDRGomtuES9qPI3q14X4=,1,0,,7,20160124,20170924
uM2g+ul01kqA9uss+yUsP4Drn1Yogea7kjmlVFajohg=,1,0,,7,20160907,20170511
hJz3W3wc9tnt2H/8vT//LyHrJ53lP+0D78RBzEtKS80=,1,0,,4,20170107,20170110
L0A+dLQPbCiE2pbugFjyIA3JKSz+1Ou682q3JA2O1iM=,13,35,male,3,20170108,20170129
09/fH0VbUU1SWf1IsesCJtrc3bNmCBysYOHwSc5cD38=,1,0,,4,20170129,20170717
k3VWDAFULI42TGhWNe0upavrSbv4DLO0A1vFkVMX4Vs=,5,19,male,3,20170129,20170201
1Z8thIsZ2RPemSDQbUwBk/UX65oooslxo3Z+8RIuT9Y=,1,0,,4,20161122,20170611
w9FOJJpjGpffOsjk/lQBZukCJx/6rH51P5Y/7M9CHg4=,5,19,male,4,20161226,20161229
ancmDze/m6PF09Gs2po57UkZPJPazVbS+9wYY925WNE=,1,0,,7,20161027,20170930
rRyQbcVnXMEA7EbLwGndMCCU/okdhm/667smnZpXeGo=,1,0,,4,20161221,20170301
NtuKoLovhkFKhkRQa+eOkWw+Di6g8Rd9I49lPDpre8Q=,1,0,,7,20170126,20170930
Dha8LrEnxf/3WZCZeHxmp3jYmRIkZh36zQsbJpC8s/I=,1,0,,4,20170224,20170227
xyMZChZpvhKGjrNny+OvAwAx9uA4Si24w/Vci3zt+Rw=,1,0,,4,20170201,20170204
JDGdFSG3/uZQDTdDXXqPpXCwfiqmDt2ER9ufGx0R9KY=,1,0,,9,20161007,20170915
dzVHykFCuiUYSJD6tot66LuMMMvD+bHfjlrfbOH47c8=,1,0,,4,20170210,20170213
TUEYycpj60p3e9mNyirbJvp3ZtBkbEW+pMCqZm9tVbg=,1,0,,4,20161106,20161113
92ZD/AHh6WJlbjpM5Fm2jMb9mPkotraNm+FSXoUttKQ=,10,33,male,3,20160306,20180307
Wur/Yk0Xa62eIFUs7HD5Wx6ELw3yjyhUsDb+utQBDuU=,22,25,female,9,20060226,20170930
HgdDb4K3rmupDT/YejxhLXrMpHJhi04SbuPPq0GPT2A=,1,0,,7,20160222,20170921
e4T+Vuhv3j3lqXeYDhL/rhgKC5O9NFFhCg3vaYBBb0E=,1,0,,4,20151210,20170622
Yl7JOB9hkCYhL4SvqRrp7aUYF21GBKbbKeK3nRnzoDY=,3,0,,3,20130624,20170811
Sv2j1rEp8aSh4J21YOQVxngwuXrioK8KEA2RAInDK1M=,1,0,,4,20160612,20170612
uWuGvaSrpHS4xm+hmLKws30zD9bjRICQgQssdXX2T4s=,1,0,,7,20160229,20170930
YxNMfX8okkjVav7q//lBeNv4jMNR5/pbV7gF10wwpZE=,14,15,female,4,20160420,20170812
uwT621RqCiIebdOZtGC9gq4+km023eEv+9RX5jM4ap0=,1,0,,4,20161227,20161230
zZ/IjVLCKRLI+s0Y7+NUe/PSyeDirSJY5GeLR4omGb0=,6,25,male,3,20120624,20170708
0aH4Hd3ziPSRHClRX8rkeOEaAG5EPPkW1mKGCdXEok0=,5,0,,9,20150213,20170918
bGDnWWwW2DhN2zz3vdMVwvlKDVGpZu4QS4I0VIgmlcU=,1,37,female,3,20150807,20150814
gbo+ZYKESEz0Z88u6FHgWg0T6IKwwE3JvpzZs/F+8jU=,5,19,male,3,20150218,20170815
wAS8mHnMlDK7EsqVZ6+P70d03Rm30zvVZG+5YoGsGVM=,1,14,female,4,20151128,20170610
D7Fn0NeCByazKIh1JP/n5ZzbhN3DUhr/XdL1WEHH49Y=,1,0,,4,20161214,20161217
JUVFsvEZWk1w32v1QNY/FGFbHTb9e+MAPl55G2V0kV4=,1,0,,4,20161203,20161206
+4mYCFNL12XSb9KSFDHfJQDCJneNYipjJhUsLnFf+uc=,1,0,,4,20161209,20161212
/g3wHTFREfE9EecetSqAsK6NosYQyXO+G5zlqBdPdZo=,1,0,,4,20170225,20170228
y9Z2G1a/d4fTeaKdu5fl7NrpwXyFYSmbpy40HggtboA=,1,0,,4,20161213,20161216
hZ29Wz4WS1ZyVyKeSwn6NtPKwADF8yJYSPFXfjNubtM=,1,0,,9,20170224,20170227
yFHLY2aK1VAZ4KfeAghHLJS+ysQd+uOC/O+1qRagj8w=,1,0,,4,20161106,20161113
PjfiTNfPm4zRBraOQcR3qQmHC7DM9WoDfZmlwaMY/C8=,1,0,,7,20160814,20170914
kAz3hBKI0fWLb00S4vIaEV/njE1quIF6lyPdEzEqm74=,1,0,,4,20161111,20161118
n3Vpmkwk8juweGVe5a6bIUCHZs+FKH1x3vLPuM31qCk=,1,0,,4,20161124,20161201
VfCpb7dfo9jerWItZPH1npm4TNB4ipm4gw/AdNivkHA=,1,0,,7,20160825,20170912
l4aiVEMUvVN+q6bQxdtwm74qzvuWICT5eRc5srwmoOY=,1,0,,4,20160926,20160929
26wtJttSIfH3pmdTSWECuqV4oRA5/nuxwbJTrD205xc=,1,0,,4,20160315,20170718
VWhi7xvSMlKN/XzEaNBH3q09TUzoA5vr4PqeMdV2e88=,1,0,,7,20110923,20170709
KMXwd3Ozs4ReIxdA3M7Xl2eb/0MUxc+4VTcIaz74X1U=,4,18,female,4,20160323,20170603
r+L88pxat251ozHTjtue3WYd77tliUxT0t2dWe8Z76g=,11,28,male,9,20160218,20170820
jUzZFhTQJ2dp/qRN7gwAezKYA0OlxZnnVCqLg8txUYE=,4,28,male,3,20120712,20171207
fRoXUI+QdakxFYa1lGFLu+c0pa/SzWU11pCohPYg3Q8=,1,0,,7,20150707,20171006
BtlYlu6unJxrBmpxDn34u0AaFQbFuH7MOpfAEgoUw5U=,1,0,,4,20161224,20170806
bc8RIKr+VzawL+6Xv254jVz9PWmMY5sY5h2jkzBTh8s=,1,0,,7,20150306,20170912
g7W3vrMk+Wb98FzeGVXSLck9vzEwQjYbWXiFddYGsrI=,12,0,,7,20110201,20171007
T2vwMT+2myYGcAJwZFO486TlTBoNit0yzuuuDZc6/Oo=,1,0,,7,20151226,20170924
3CJQdITMPIVGxXvzeHXOi59atJ8IyM5XOD+Q0ptL0Ng=,5,43,female,9,20110529,20170422
F3/SRWksSdkOvjH/yYJfnUhVL/5nxRY46hPS3L4qNKY=,11,30,male,9,20150110,20180119
9nyCy9tmzf4OZwEb6+WqslXGFoehnRmFAw+oqBzi4V0=,1,0,,7,20160622,20170921
MiGvc56owWpn7F0Ww7pLyTqxmO4OzSkh1XzTtZySLyE=,9,22,male,9,20151209,20180819
pWlPzXCtvYuH6t8C2+AJbXaWWQZH8JnnTxozxH4mnBo=,1,0,,4,20160402,20170424
VP53huAw88DcdsTel51RHhRiOwJ43ehbcCriMLXFW+8=,22,36,male,9,20051027,20171001
0gR6Hl63ExurTrvY9uEfmgDDgRj0nBaIse0DU199YT8=,13,26,female,9,20150715,20171004
u6vVJB4RHu7WzFGfyjBguSGpGhpSHDdtXQxredrUwb4=,1,0,,7,20150720,20170920
m9VNkR6x8XYe78Fn73UpzlJGWcgwDs6upnWrWebCCd8=,9,25,female,4,20151109,20180916
I1OukUYIAOlqTKHEQMfB1A3YPtubmqz8NjCmrjG8u4I=,4,0,,9,20160831,20171120
S7dJnmwGbO5bo6R6p6xil+98D4VtF0Ky9oYqP3iQhl4=,1,0,,4,20161231,20170610
Qw1Dv1Zgn0dgAPy9wUhnkBHaNzwPW99q+GUACDUCj+8=,1,0,,4,20161224,20170713
6tW5ZyYdL5Epq5pGr7BEnTaJsrvdVYcAkf9ehy2DVg0=,1,0,,4,20161219,20161219
MZHF9R972Lh6UStIwLu1xEe4Vbq8ygDnyVlE0QPYsJQ=,1,0,,4,20170202,20170205
cX6KBqM2npO14wDE5la8Hu1/TxDXf/qMuxkEP/vZ8Bs=,1,0,,4,20161209,20161212
SjPPQmzmDlkIELjV0eNa2uKZ9T2GOY1+xn4FkStE96k=,1,0,,7,20150403,20171002
Qr8Cbh9/qXRCaQDpoy3UPbZEC2+fq/H2vC0MQoTWiH4=,1,0,,7,20160229,20170930
Mfr7Wp8oAVNYioZ5Lxb8nHOdzEZbW7TpHlUN695Gg3Q=,1,0,,7,20150309,20170812
kCJlTKb6H3ui4MG0Wnc1Tf+8DgAaJqNDQPGCNvKuzDk=,13,27,male,9,20120522,20170423
zlHBUBsWDaokMojjGy6ePkhan130FyKnXNIbuqriyFo=,22,24,male,4,20151120,20171009
74TtCTBTPVc7UxWZJZMfTCYT+Eem5R5BFpUGWL/8biw=,1,0,,4,20160425,20160907
Sto82MuRydNRVzR/aPmVLBd5kBxkIPQGMvyd/IyQPfE=,22,0,,7,20130527,20170930
JaiuDf5AKHe1gyWCFMotSPM+qJs9qOMOxuz79huRmbc=,1,0,,4,20170126,20170129
6oX4gbl6qgyujXUfn7azJrxCv+o+yylV2sAHK1okoto=,1,0,,7,20110920,20170930
d1I/NBZZdLRZAY4jppOHkryPtmciFPMrP2yFYB2CNQ0=,5,33,female,9,20061216,20170816
yoifnVEX+r17tDr2I0DtL5InqaV1y8c0n2i3+Fay2A0=,13,44,female,9,20101118,20170908
jPc1KwD1lEcxvv1ccrUTQEa39D33ivt+1YudQxCyqV0=,1,0,,7,20131126,20170930
L0bz1WI1JKs0rUf6fdSLMWmu0zTbbyPWCXCLi9tNyBA=,18,32,male,9,20100826,20190219
2xX5xymxwhIZ/ISB/6YP+lkUrD+CZPcBTwAcmSDlb0A=,6,29,male,9,20110108,20171011
Vwp09hoaZIc8M5xneaX5a/CnZ1XHxoLwwTIBlGeJimg=,1,0,,7,20130902,20170919
38QvmdLUNgG9N0NuPSMiuToeocfNU8NBkGRhK+DoJhQ=,1,0,,7,20131207,20170923
Fad9aT8vkBLJVtJDI+USzBRQzFVtBlZFdt4BxOwMmBY=,1,0,,7,20140122,20170918
lsrTexQukxUcK53HHAmBDYJTbWHd/dOumS/BaKn9Gok=,1,0,,4,20170105,20170105
swPFQ33CgwuP3KIWRTEWhWSQS0tY8/XT3LYZ5J4s2yw=,1,0,,4,20170210,20170213
aC3j5tKquEmnOEmsuMQReGh9A7C9bfPNUONscqILrok=,1,0,,4,20161217,20161220
wnTeMmIBCTWQVFqC+j9FQ/VVa614dThAAmQ2rC9LxV4=,9,16,female,9,20170111,20170924
HS0wn/3b9SKV2uDry6tq/pcYrzARMt4w+1xLtWfiDNQ=,1,0,,4,20170210,20170213
AuSwhdh32hc6xmQ49mTfy0jBw7Zg5AxFmNTWJrExyQE=,1,0,,7,20150807,20171007
xF+utWsPHfbvt60HOgU/ZYQ0HnboeyRf0UXo5pPyP0Q=,1,0,,7,20160212,20170213
6m0h9i9gDqJtcaZ2bvOK5bOPWr7WDLawHXWciDs00Y4=,1,0,,7,20111019,20170930
ZZIvlHQ4jQSarv+Rw7XbnSysjYoh6lXyeXvsXy/rynA=,1,0,,7,20151121,20161112
vty4vSgNFyolpqrkQjeBkkaeq0mNZVhJTqkCkibGG4U=,1,0,,7,20160213,20170913
WAdm/pqhz2iiEqI6UYy/EziuNIDNyW3ojZUQbe5n664=,13,23,male,3,20120527,20180602
uiTjG8r+jy4dKfo4mMYoUykbIdQUbvCUHs6LplUO2aU=,13,30,female,7,20160216,20170916
qewMAA6kYEyyU7deA8TRkcEdxESsGIw7hcpP/SjW88w=,21,24,female,4,20160121,20180525
0RxFFDw49Z74FBkk5WwretOhQo7rkAOffLBcmK76LsA=,1,0,,7,20151108,20171007
fblrkjnJV5VmLQhCpN47aiRZbY5Hfp6RKh/aoadA/GY=,4,44,female,9,20090712,20171123
5QPCUA3oTHndaBtesDsWykkyp5QUXyk7e/dumFaKUtQ=,14,23,male,9,20091101,20171028
kXyMDKIQLrilwQvAiI3nLAz9ImCDs0KYGlJ2+ti9TYA=,1,0,,7,20130707,20170914
S+8lDypyZ6dnaOwNjGVPEoYmsn05ycx6XtGmLGlTqOA=,4,29,female,9,20060826,20170924
M5lJuiehXNyAIysFuXpPsUmCDpasujJHbFNE1iTI6CI=,1,0,,4,20160319,20160319
QaRVczv9Ms/BblBhTjuVVGj+SF0DHW68V6YwFTG2c18=,1,27,female,9,20151225,20170907
J1yDcZC4HcVu0iDwCEC/d+j2kYEfRIDObYJwvwziDhI=,22,26,female,9,20070916,20171009
PP1h3/FRnqYmUNHz8r+N3AnqZ9d++lnUo7urMXptSiE=,1,0,,4,20151113,20170612
zjVKxSe0mX/G/ts7KpxBemr2KbhGBYE88DHxmwSG0xA=,13,24,female,3,20120718,20170918
Zyn97SbNZfR7ye4g4T+vSIApALyTeR6yjFnX3KQjsMM=,1,0,,7,20120107,20170918
61rbUQGJP/9n5o4sXgp3MaWgg06xmC05PelgxypvBIE=,9,22,male,7,20150929,20170930
8uZMZSLxdsTGh8X70xFGBNa8M+NakLwPmQgEmoA3LAQ=,1,0,,7,20131029,20170914
w5ER6rLuR/2ElGmshbnwTbX82yUU1HdPQl8zeQxrcB8=,13,0,,3,20131210,20170612
Hffpp+b8Ky83Uog7zgPLJhKyVmwE+0Ll+TLDUTWPWS8=,1,36,female,3,20170227,20170609
PWZ4xHlCOoGCPB3Q8t2yh4UO12ZkSMq8IQkaC51wCzs=,1,0,,4,20170123,20170126
Mto7yFiV3kXQQP+XxciwxuezMiwBH+z4L64uPjr2YEo=,1,0,,4,20161225,20161228
hD7W3RQmLeiujP3Fr5DUTm7Orl8WXrw2ij2trzGvr0A=,1,0,,7,20160901,20170930
kWGMlMEwKCVlw/b37yjy8A2e6V9R2IcGaRGA48xuEFI=,13,39,male,9,20051025,20180219
Dl6aGEXjdvRxIeah8VQn/3MdZywJGop4WZ2rdy1A+pY=,1,0,,4,20160618,20161203
yK5HcaBrhN0XEGXF6RvYjCgYAXmt7Ae5772yEDJvRwA=,1,0,,4,20160220,20170914
1lO4moWEpfM2TKvzy+TlbcliOUvNOaoTorPE+MK9O+I=,1,0,,4,20160403,20161126
sM1BWoVQLly1NpT73IX223tVZRzAHVCC3yHmXetAXTU=,5,33,male,9,20100118,20171006
OhRpO69dRPrmwlvfElTMZ7DeA6XxAHf6hTCJNL9E1Mo=,1,0,,7,20111217,20170909
ifwgQ7Woe8MkI/+Jj6oxBCjY88TRgJVIsa5ecfniS6c=,1,0,,4,20160416,20161119
ta7TFyl78/BLUzbU3uyCFqqq/hzoB4ooexz35grQfCc=,14,31,male,3,20160228,20170616
ntwa/q4XfckMJHUoFci75WN7lAfG0QpCBdZqgu+TLKc=,13,29,female,9,20111119,20170910
LxcA2xKDVPxK+9KfgH2f9oAm6KXDjNPVuUiIiYYzMww=,13,24,male,9,20070131,20170930
Yo7HjgdZZdj2zrtafW1oicZbETJs0Tn3dG/lD8rqF1o=,1,0,,7,20110214,20170914
fsqNJRqo5wIUKujTN2W9m1N5c9fEBeFG5PWthZOaSDM=,1,0,,7,20160310,20170312
ERv3rfkBTiJJCN3fxXYUskjZ6uGkmtmkHffRwgtEyQM=,1,0,,4,20170204,20170207
oE/hTkfymmVzSCqEp5vCSE52G1sVnnaL3BSj4mZbv28=,1,0,,4,20160911,20170613
IMIisxw1B2dL2bfpIWrlUhoDYjrQbT9ECrCwZm8Pp5g=,1,0,,13,20161214,20170501
khprpSMoQIzVV+Tyz3JoMJSDEJTayzQUnteLV+F2mKU=,1,0,,4,20160828,20170709
wmJTzupEncr+scqq9ikWL73/L6CVtDgTtphOPnNpqCw=,1,0,,4,20161109,20161116
wJZKsxttcKmNxxnDoU0sgMT1kdC3ITOc7eP17dmj7fU=,1,0,,4,20161211,20161214
ucJSZRPVHYsmY+jzFv1L4lXwGvrjR2nBnTmeIMQHPo0=,1,0,,4,20161012,20161015
N5Yj8WJI3TvOhSUBheanaGb4tVZAITuxtu01bPq8pyk=,1,0,,4,20160407,20170813
UEVS6Qfey7CYIQZmABDdHoSXZqr/ZxyUfOjqwFh28hU=,1,0,,7,20110430,20171009
3IOn6r9xUsvlAiCAuR40cmcbI67DixnLh/CdjT8A60c=,4,26,male,9,20150910,20171005
94rzaaLZllKKLwGQYTPhoRResZlJIJIHvz22YRH7JXA=,6,20,male,3,20150902,20150923
kHyLMbnqDkud+PLrXoExpKMzjH+qC3A/qdhYRh4umI4=,1,0,,7,20151123,20170923
X6UrJS4vdmbkFX5kZ5ZChPfbO4rjSqujcehNo0rTOh0=,1,0,,4,20161211,20161214
S8h+xiu1dV3n5LMIC7frX0MZjsX0dXMlHSjGIXmFQuQ=,1,0,,7,20150215,20170921
/rjMIbb/AereX6wMYifkKRTU8I2iVFzKAaSB4vfFnr0=,5,29,female,7,20110616,20170930
v50FPapoCo3Xi+LlJCn94vEcoA5diH6pVz6wiYxW9Pk=,1,0,,7,20160114,20170930
r1/xAZG70plOkfNLq4NNJw75jgdIMOEdvIBCI8CCcPw=,1,0,,4,20170205,20170208
9UpPvIZUThogf5pqmM5C4ihkZHtmvvNkzUfskSquNaw=,1,0,,4,20161217,20161220
nnnRqIu7o0JnYMQv+JLliVekTWVn6mAu1mptZURTFH4=,1,0,,4,20161110,20161117
A0ABMrVDqzFmtog9udu75AXL0XqP2/Iblt7eWoQqqSs=,1,0,,7,20140821,20171004
AzCm70xj/3+CkLCH6fOLBIukTsnp1Hi1ZLXa9NRsipA=,22,31,female,7,20131230,20171001
JpOtQijd9MluaPUmb3W7wMpJFPTmtnBvbqHw4KMdcZI=,1,0,,4,20160606,20160609
k1HmrbtkVtWdvO6grbq1j/SnLF/p16sGWVOiCB3TlwI=,13,41,female,9,20081107,20170815
y3IT85vrzY2iBxFg6nsh4Cmg+mV3oqR73TPekK7x1Rc=,1,0,,7,20130424,20170919
/1DssQ7wNup7mDJmUUPIud+i2TxtQgfG40cskDtpG3A=,13,0,,7,20130808,20170908
EK7vsvQSkY4NoNf66rZqjxHX8AEqDZ00Zzlcup15k50=,1,0,,3,20130928,20131005
CBcFn2DAoVr5eqEcDnxZYGxSuVrJvizIdnWJ1/g45dQ=,1,0,,7,20130901,20170908
PnUOhq1qnWPK0n9nKpNiIBPLcOC0v2nDCV48Z0uXI0Y=,1,0,,4,20160601,20160604
NZR/Rgyvhi9zY/ASVOIPrmgFGTYjADX689GBvkbDqXs=,1,0,,4,20170104,20170107
ztSST1MBKPrnW5301CNpGbYAgtJVN1GapZ/oQeLM7D0=,1,0,,4,20170210,20170213
xLvdozJTsNThedqu4yX9+nPDw2xi9SfiDd5AjNk2EHM=,1,0,,4,20161208,20161211
l985V2Zvsfmrh+eehPx+UBRRhopXA/noLe6sYfAILAU=,1,0,,4,20170202,20170205
s3az2kCPyDHqJ+iEDj9AsOnq3PJA954OVkQkAK839Q4=,1,0,,4,20170119,20170122
iojJf5qdec7NwKMCSy4uThnbbhntDYqHLiCsluxaThA=,1,0,,4,20161225,20161228
wyXPXZQibmdx/DIUImrF9GI+aCT2iTYhA++nScKqrEo=,1,0,,4,20161224,20161224
DB0y8Pcz0gR4pryLvzK4PTmB9oUSbJjxVT9osvbJXXM=,1,0,,9,20161215,20161218
ZHeYabGbdav/7fr8nDE6zpjDiVncdvYoaf3wHzgnMhY=,1,0,,4,20161225,20161228
0WXxYGioqC5DFuPjn7RuuaVOTbbqekbGZmjSf/FqH0w=,1,0,,4,20161119,20170618
MjH47w801AMgw7GSJCxoWnOrvOi+H+bgtBuLsR3uTCo=,1,0,,7,20161207,20170328
0a1lABrEJWU3mNFOYTmlHBagkqejty9kZY4uP3Z/Muk=,1,0,,4,20161105,20161112
JtfWT0wBnScDi9Q//vW6Grtc9S0OOaB6nYw8/fGWpog=,1,0,,7,20101125,20170923
HgXtK+oag0tyoUGnON8UkUv+K+TSzUpPSV63uxJ1rmU=,15,27,male,9,20130721,20180104
0nDAoInKCwur9L00UT0Ph7O6oqYXYem+UdoG4JhQZpg=,13,22,female,3,20130427,20170217
frmlNDq/+is0ViyINOEsrLer+VbLeXVhkr9uXz8CNFc=,1,0,,7,20130829,20171013
EHUuumnAsUSYwjbB3HgowVcMeb5SLRhvenWC3oCKgXs=,1,0,,7,20140816,20170819
V+j5puuMoqKEPxjdQog4zRkonqAcaqLp4bQrH+GkrTs=,1,0,,7,20140828,20170922
T3yGZud8PTLDt6dp18pTxlcmybFaOQhgC51PCntJ+X8=,1,0,,7,20101130,20170930
pCVEVQ0CL6zwpOBR3+y0lK8tCgILgFeWUmcLkbmUkmY=,1,0,,4,20161212,20161215
nLV2R52jEitR+qOhqY2aXFDxZbcht82ALhy+9+zOKWs=,1,0,,4,20161202,20161205
Ct1gdrDuIWAzzW+d2Z2s+2WcYnjhwn5l3oq1hOp1ArI=,5,16,female,7,20111022,20170921
L6k25RJFSiLDgsvf7eCWfEoinmjgPA1OR2PIR8qGjtQ=,13,20,male,3,20130218,20170319
a30H5eutVbUYei14VpOtaKHv+T7DNYEE5GHgAgZ7bns=,1,0,,9,20120916,20170716
3JwT9onvGiCvwhVqlDoePivlrGWL/jgW/NtxIGt9gqk=,1,0,,7,20140601,20170930
F4Cjx+iSMMrxCgZ1EhxF9BeIJSfwMM0c6hY2Yvo6Zxc=,1,0,,7,20130214,20170913
rkapzrCvpBR+xCegNP2ZiESTq4v9svh35cHdutPB7hg=,13,26,male,9,20161205,20180122
T8RBy4Un8QdbRaqGieu7yYKx7ya9DdshuoXbBmrzuBc=,1,0,,4,20161212,20161215
uQ0+rf92amY8oJuWc+sbw5+6A5SKuik4wc+FCsc166A=,1,0,,7,20170218,20170910
cvheQ5i0nstuO73GkYWVUaqQsqHEyMKHMg+lYytwpFs=,1,0,,7,20151006,20171006
arPb6kCkZ2aOS3aPymDtAcWbwwDkOSQW2J8l+e86aSY=,1,0,,7,20140203,20170920
ywKYG31DwTx0mkhYs5ifXhSSlQT3hrR9w8+ZbsVAUFg=,15,46,,7,20151020,20180206
bSmZvTvzj9nNdpdl2i7ZP0CHx9M4N26Q2M6Hz35XUQU=,5,38,male,9,20070701,20170930
lsubyQZdkiSTSRE0KSTkZfMnz0Y/KaDLaO2arJxsXv8=,15,21,male,9,20130806,20170723
gxrULXGNd6qKaCi7e2sBR9pcK18ccC2LdrBs0KjbpoU=,1,0,,7,20150911,20170910
L65TNu+7EM/AWbAUJ+p6jMW87fCY8MD+MAzhfMCOpAI=,12,25,male,9,20140420,20170923
vEY2WnG30ZkazKJNWe0ACcr2Hv1aZlMdAXVASzs7EtU=,1,0,,7,20170108,20171007
fCubtSC7iFIwMBygQCyfxb8+qQ1qDFxcsYWgGp0geT8=,5,43,male,9,20061113,20170930
ncsvtqW4D8ViteAkQ73Je99Q7LiICj3tdCCMnKkDGtI=,15,36,female,9,20040327,20170218
n35Qeml4+VHIWAeIeIFdHZLUGKvzkU8CMoz2lv99WvU=,1,0,,9,20170215,20170218
3YP0jWMILsszO+UlJzGlCadbCIw1P3hIrYrDiatrJBo=,13,27,male,9,20121002,20180220
rbp8ZLJVikIIkUq1EcH+iyhI1rOwjQ66z5Qm1uBbOkU=,4,0,,4,20160609,20171013
l8gSfNXiuDzBTRjLwSzbJmP52SaS4y3i7rQ394CRURM=,22,31,female,9,20070418,20170616
UOsMs4iUS3DFWs0xKQm8z6qolTW6zMK2UabEBSGJ5eo=,10,26,male,7,20140219,20170430
x9ufl4l71oLaYV4Ja/q3fyTwwYZZBRjDtlWy/8rZ7jg=,13,28,male,9,20110527,20180510
fxipOlmv/8f6l9JpmAuF42RJSNcFTMI/4Q43LrWDjHg=,1,0,,4,20161212,20161215
jZ2M1Fzl0e49j1lvzB4MIXbPeHgvP0vhaIjrlAPe6o0=,1,0,,4,20160929,20161201
/+13YO108OzCydrj+Cqwoxu74idoasez94D+DswFMPo=,1,0,,4,20170131,20170203
ICWcsyumAEb/nvgUTmrKssUbD2GWxzf0l1CccrpPtLw=,1,0,,7,20160409,20170908
wq1HicsSTn4qS8QootBB5kU26ppNW43y4S2cVfUsOp4=,13,27,male,9,20110802,20171103
ycBTk5jPRaX9PwSHZ/YCOqVd3c5ObEKSgEFYdBAHfHM=,1,0,,4,20170121,20170124
VtHy8sDmtmPlnaBpqvATieodLzWzyfBtkO4fQ1uobME=,22,45,female,9,20150729,20171017
XIlI9fcs7j+zabQSLMRAVgMvz4Tu4rZYsVFDybrBABM=,4,0,,4,20160405,20170712
n+dNw5T246D+QJuE3KHzOLq1oqYY8nbpS8vhK+Nx8qc=,21,27,male,7,20160206,20171005
bSyfPOTvApVQmsp3j0s8BE0DnsNcs4uEZeEn7bGfO4I=,14,27,male,9,20100517,20170611
rGnll8Cc/8/uPc6QvHCM60itKrc4WjBDm3/CdYs3j/0=,1,0,,7,20151219,20170918
aisXebVuMraDPRyYpuLX0JVCRvztnDJNatBkzV3aEDA=,14,20,male,4,20160218,20170709
EiWvzt1D3KQjnVQOOqM3SyELvBoCSSQ++vQdASjHLAs=,1,0,,7,20150709,20170908
Kkn0oztcPoAlo3sRXS10zCTkWxhUF0265Zmzb8Zoe2M=,21,17,female,4,20160313,20161129
YKrwcWGzg+gbTIZsDkp2Rq2Sionf6UCvpJ6nDGYezb8=,1,0,,7,20160216,20170915
S43cFJ1AuR6m5jE85zrzV/bitIn7rfUatkxXRnOe2l0=,6,38,female,9,20051127,20171203
AxOzYXbGb19IQQlQ/YGnVY884QIMY68NqNi18TBHk9s=,9,29,male,9,20150901,20161103
