msno,song_id,source_system_tab,source_screen_name,source_type,target
i+FnSB5Qnvne5BaSOE8KdzptocyW+gPqAW+/RwtiOKU=,6n0enLI2bmFG/5oWP2qeSsq7CywViBx02fheMqwlATQ=,my library,Local playlist more,local-library,1
i+FnSB5Qnvne5BaSOE8KdzptocyW+gPqAW+/RwtiOKU=,eBme/h4Z4eP7BZY3tifu5Lr/dRB9NQJVIl36jZ5DZGQ=,my library,Local playlist more,local-library,1
i+FnSB5Qnvne5BaSOE8KdzptocyW+gPqAW+/RwtiOKU=,sS8cu3D1cuI5MP7dVygaCUekwUDovHaBHO2F6IAlmhk=,my library,Local playlist more,local-library,1
y5XNed2Dvq6J5zznmfmTLnQjzyE/vy7EaBnSB0GLvDk=,+MRnGH0Gg7jA7izLFRU1SZtGPmWHdsWTeL9wRXChnRA=,my library,Local playlist more,local-library,1
CHxzXtI3XcT4WpgnxHuFYpAZe4pOgztfQTqHht9N7Hs=,JvzMzCT6Vl/mN6S2K/xgKQHi/V7loxAibmzT1MylxTE=,my library,Local playlist more,local-library,1
CHxzXtI3XcT4WpgnxHuFYpAZe4pOgztfQTqHht9N7Hs=,kFx6IW7O34CiWxdfV61/cIjZs57ZasQBPjJQSJk2pk0=,my library,Local playlist more,local-library,1
QyDD3tWN4BIYqVAq9aQnHIeSLgFBbzJ3VAQ4nVgNTao=,reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,my library,Local playlist more,local-playlist,1
zA+254utdWpJg9T/zW/85Yx9QbIb6u1A1AcxRGugcz8=,hSKo7sD4VNflbKEOGKZxxcYCeUjHRkxVWfqT6hc39Uw=,my library,Local playlist more,local-library,1
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,J19rklAmfqZo9BsWO+I37WVUSXI48vLh7OfX0VUxJqk=,search,Artist more,top-hits-for-artist,1
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,Ks+UlzHWmbdZSJj8BXiPPOq5yfrUuRXj1PkVymPNdgg=,search,Artist more,top-hits-for-artist,1
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,fuIHU/D93o7ui5yYxdF3rUrYk+ZV4DiJmwrfbW0/bsA=,search,Artist more,top-hits-for-artist,1
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,DIw2oZHapTyT5/PGYT9dTd5SYXSUC0dN52vO9TFrfk8=,search,Artist more,top-hits-for-artist,1
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,lXCoxwH4PGdtW2FD3PgS26GYYonRynEoqlyyZcu1uIg=,search,Artist more,top-hits-for-artist,0
ppyMwkXmVaoOr93kaEPzGTRrH6iZok497XqL0+fu6qI=,GkWQerdfaBuNhqBxdxZhvhJNIaDfakOEG6hsHMd0kBU=,my library,Local playlist more,local-library,1
6NinSPKZSleuNsKkENuk+hJbOXHXIJzNbmiI6gUqWrI=,SEXmGAIKrBLJvU2yqL7G0KUkKq81WgLwrzy/GHyPjYE=,my library,Local playlist more,local-library,0
V8pNUizcKwTRuSQAtzXJBAJ7B8cyf0EegXkljvIvFqo=,yL8VeuH6lYFA4hYVGX/1HmPogBfp1Ex4ZkL5PjWy11k=,my library,Local playlist more,local-library,1
ppyMwkXmVaoOr93kaEPzGTRrH6iZok497XqL0+fu6qI=,IXP1a2o3NL8WU4WK1X0WJAKaSW+LgGRpPDn4Gt1HrV8=,my library,Local playlist more,local-library,1
V8pNUizcKwTRuSQAtzXJBAJ7B8cyf0EegXkljvIvFqo=,TQgk3IuCkRf0OHPMUvn1lwaHnxMHuggjNdiAmnRN/lc=,my library,Local playlist more,local-library,0
6NinSPKZSleuNsKkENuk+hJbOXHXIJzNbmiI6gUqWrI=,kTyyIB0Numh19/25lhTFO4eTM3KV3/zbB55uqf1yKm0=,my library,Local playlist more,local-library,1
V8pNUizcKwTRuSQAtzXJBAJ7B8cyf0EegXkljvIvFqo=,tKr/IcXqJTbvvKsnYS9Lrtjl/o6gxwrCzlXKyTDUtOU=,my library,Local playlist more,local-library,1
6NinSPKZSleuNsKkENuk+hJbOXHXIJzNbmiI6gUqWrI=,e8rAUg3p0pkz94dXSAlatqsjv628an2t0iB4PyUL1+c=,my library,Local playlist more,local-library,1
ppyMwkXmVaoOr93kaEPzGTRrH6iZok497XqL0+fu6qI=,VcdqbHHzYSFSwSZQv8sApLdPsjP7yEvjS1MEQ6FETAM=,my library,Local playlist more,local-library,1
6NinSPKZSleuNsKkENuk+hJbOXHXIJzNbmiI6gUqWrI=,r5BnHxvuPlLjwr4MHf3dF3yUY+NVS6rHrkVG7wVZ1uE=,my library,Local playlist more,local-library,1
XL4XEBFsCLoJ/A/j49X9pLjnr3n4cBed5wJEiaKbMbE=,BITuBuNyXQydJcjDL2BUnCu4/IXaJg5IPOuycc/4dtY=,discover,Online playlist more,online-playlist,1
XL4XEBFsCLoJ/A/j49X9pLjnr3n4cBed5wJEiaKbMbE=,i7p594HsKb4cYynsE1a80PmSBL9bFI2dmBu16bwdke4=,discover,Online playlist more,online-playlist,1
XL4XEBFsCLoJ/A/j49X9pLjnr3n4cBed5wJEiaKbMbE=,+bXHmkz7OOdkDZOl68QIZA2Xg98fD6bwS6vA+8Mk7oQ=,discover,Online playlist more,online-playlist,1
XL4XEBFsCLoJ/A/j49X9pLjnr3n4cBed5wJEiaKbMbE=,WL4ipO3Mx9pxd4FMs69ha6o9541+fLeOow67Qkrfnro=,discover,Online playlist more,online-playlist,1
fhUyUH3VMYWZpFcMsJ9DncoLhyHtuJJnIlHFTbrnnhc=,PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,discover,Discover Chart,online-playlist,1
fhUyUH3VMYWZpFcMsJ9DncoLhyHtuJJnIlHFTbrnnhc=,FynUyq0+drmIARmK1JZ/qcjNZ7DKkqTY6/0O0lTzNUI=,discover,Discover Chart,online-playlist,1
lUBY3ZofGIMSN5TzcSM/5qF8LVAP3zrZNd6UFTWtZzw=,tLXAMowdEmYF7Rct/4ILVFvNY4N/uUVx+tfMdit2Nek=,discover,Discover Feature,online-playlist,0
lUBY3ZofGIMSN5TzcSM/5qF8LVAP3zrZNd6UFTWtZzw=,msJWKceAKkJe5FJDUUpnHBL8qS3QQUC2faxjiJrEw5w=,my library,Local playlist more,local-library,1
lUBY3ZofGIMSN5TzcSM/5qF8LVAP3zrZNd6UFTWtZzw=,d64buldn2PQKPfDJNGYLH4RR0CsWhYj1g/I/Pt+Ud+E=,discover,Discover Feature,online-playlist,0
fhUyUH3VMYWZpFcMsJ9DncoLhyHtuJJnIlHFTbrnnhc=,reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,discover,Discover Chart,online-playlist,1
lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=,NCF0FSjNTEchB0wNZ9IL5UfzApFMK71jBhQWuSIacmY=,listen with,Others profile more,listen-with,1
lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=,iugXYfdcUNolncCi2NX5lmQkuK2csqlFJavYY2740Is=,listen with,Others profile more,listen-with,1
lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=,t1RtGrCchdTj4HvLqEUkCyxc7imdDITLaK1fjXQETaY=,listen with,Others profile more,listen-with,1
lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=,ozNT+4kXK4iP++GUsUv23u3vF6WqLQo7I1Iha15y2jw=,listen with,Others profile more,listen-with,1
l1gUeahDY6Y7HfOKe3ACAgFaMUkMec5MdZDw8rB23K0=,ezz8vI1vefJnUIixUZnM/pH0j0CECjChLhAskrUFd/g=,discover,Online playlist more,online-playlist,1
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,shYcSF/8MpYMxMzLfRznBZjwoQIvd+RUH06UamCj8ks=,my library,Local playlist more,local-library,0
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,wev1Fi6KYkCSFAstQfhxJPZv7wkn8wGepys+KDmeBy4=,my library,Local playlist more,local-library,1
oKMHFr1nozVUOW4TP9bcbtVhgCt5gh+22fJ1mUXx9eM=,6UP4KAzd0sVa+nn/FMT/NES+0lMIB99fLqjq8igCOoA=,my library,Local playlist more,local-playlist,1
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,x/sJa7GF5nZ36aAl5lDSjSJPVlobOx6ROZ3qB33RhMY=,my library,Local playlist more,local-library,0
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,9DhlODR3ci5fMvwczOynIvHhLB3oUDfDyYmK+udXguc=,my library,Local playlist more,local-library,0
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,R3jmN2CGMRMZt+0nbHSYdBhyNBIV17Jb26coYNUOYLc=,my library,Local playlist more,local-library,1
oKMHFr1nozVUOW4TP9bcbtVhgCt5gh+22fJ1mUXx9eM=,1XUHIQp5kDv53UD+PR0kJlVGKNjTFptK1TIMTNk/+u8=,my library,Local playlist more,local-playlist,1
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,nLSD1C3Lw8VnrzV1M5vXj9WDQgcTsUbt/ylc0NCpc6w=,my library,Local playlist more,local-library,1
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,b+OlR6qF0gzG++m+sYrOnf7bJF6WmXv51xGLBpmugxg=,my library,Local playlist more,local-library,1
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,jOpefqzIMnK/LfCVs6XMQvzkWbHe3yU/t+xfIQZaFuM=,my library,Local playlist more,local-library,1
oKMHFr1nozVUOW4TP9bcbtVhgCt5gh+22fJ1mUXx9eM=,KZ5hwP74wRO6kRapVIprwodtNdVD2EVD3hkZmmyXFPk=,my library,Local playlist more,local-playlist,1
h/gaFZdl0hlGr56U2fwKTud1X4wS8brLHdSe4wzl+mU=,PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,discover,Discover Feature,song-based-playlist,1
h/gaFZdl0hlGr56U2fwKTud1X4wS8brLHdSe4wzl+mU=,podlycp3c6tOEDw7q8iQBVgvFjiMpkWWXTlXljGdbTY=,discover,Discover Chart,online-playlist,1
k2GRH6sTrTvEWvDYeqQDGZxzd7KBWFbAnEkLjQWcqfQ=,FGWU4F2nVlt+nrEMn64asfra1i6C4ACtGeYUi7aufbo=,discover,,top-hits-for-artist,0
k2GRH6sTrTvEWvDYeqQDGZxzd7KBWFbAnEkLjQWcqfQ=,uf3XFNifr0oCiJgxpLItrCs9jCxIzrnHt5J3nc1dS0E=,discover,,top-hits-for-artist,0
k2GRH6sTrTvEWvDYeqQDGZxzd7KBWFbAnEkLjQWcqfQ=,YQfotJKM5pjhnC9OWKyzZ+Wl10ozuZAK7ZFlJvHwmHw=,discover,,top-hits-for-artist,0
k2GRH6sTrTvEWvDYeqQDGZxzd7KBWFbAnEkLjQWcqfQ=,TMOt0Ug7Z4IV4Fbj+W9LsJRTARJ/VOlFjd9SMRnF/90=,discover,,top-hits-for-artist,0
k2GRH6sTrTvEWvDYeqQDGZxzd7KBWFbAnEkLjQWcqfQ=,PbTBIy7aJ7LQqOcEEZLcbDG0vDuXWazZlADt7hXdcSE=,discover,,top-hits-for-artist,0
1pn+U+y6ty1s/Wj8HsdwXzSqeh7Trankp0eDcipQDIE=,fU6XAT503WV1P2fgLk9pdukWEaWTQvjdGgOWtc7sDyg=,discover,Online playlist more,song-based-playlist,1
anGkSmflouVeIvfJe5/gV8jNy3ItMVtX858cibL8CTQ=,7+S+FbPvBCCOgH8UzbQIYIgP3drHSVNT1RoD3EyH9C8=,my library,Album more,album,1
anGkSmflouVeIvfJe5/gV8jNy3ItMVtX858cibL8CTQ=,LaJ90GK1cQnssqXmWRDYPA5FUjUcpM0LsGE9wp0ewn8=,my library,Local playlist more,local-library,1
anGkSmflouVeIvfJe5/gV8jNy3ItMVtX858cibL8CTQ=,aeL41rjbueg1lVWksj9ZayWbywf3cr0D29af9JmQrfE=,my library,Album more,album,1
1pn+U+y6ty1s/Wj8HsdwXzSqeh7Trankp0eDcipQDIE=,MDzvKSv3TZtzeaCTaFrws7AZCO/hEsTloka7gCj95+w=,discover,Online playlist more,song-based-playlist,1
9oMwGN5TmiQ4vRBEKNB0nGBTpi4cFLlQhpOZkOFLUeQ=,IA5PsY1DxCqcB6Z4aK++R9l9UdU02+h/89gBtHNSl7A=,my library,Album more,album,1
9oMwGN5TmiQ4vRBEKNB0nGBTpi4cFLlQhpOZkOFLUeQ=,DmvY071+Hh2SYyOtachs3dg2xeImEk8Ozz1hlwYLPMQ=,my library,Album more,album,1
9oMwGN5TmiQ4vRBEKNB0nGBTpi4cFLlQhpOZkOFLUeQ=,HiDEYVzykG0UpUEgbmKNIxoq15M6CpG1HRFgdVG4g/Q=,my library,Album more,album,1
HGwvm9dAs2f3s7FRH8asP3QazYB6HPcSaA0h7CO/5KQ=,YmAISVdWO5T+OgcuVLr6qQ7OsqPzAbBO7BrEwfcxMSw=,my library,Local playlist more,local-playlist,1
HGwvm9dAs2f3s7FRH8asP3QazYB6HPcSaA0h7CO/5KQ=,4IoS4pi56+Fn42rQCOze8BTIuoGlFm/LeMENuvqvnGQ=,my library,Local playlist more,local-playlist,1
HGwvm9dAs2f3s7FRH8asP3QazYB6HPcSaA0h7CO/5KQ=,shYcSF/8MpYMxMzLfRznBZjwoQIvd+RUH06UamCj8ks=,my library,Local playlist more,local-playlist,1
HGwvm9dAs2f3s7FRH8asP3QazYB6HPcSaA0h7CO/5KQ=,ePrC+GxOAptlkWdZtARTP3/h3nh2pEYm2WKDGRZ8C8g=,my library,Local playlist more,local-playlist,1
HGwvm9dAs2f3s7FRH8asP3QazYB6HPcSaA0h7CO/5KQ=,87H4RTofLk4+ff2iDyFpXeifVsaMOQNeD9q3bDtI4DI=,my library,Local playlist more,local-playlist,1
RiPGYRVxjQdvdyS98c2nG+e9OtWs2ygN7INDaUtM3f4=,oQ5L0Ps9q90gehxeD+nwU+TptQFZN31+V9mJOryu5gs=,my library,Local playlist more,local-playlist,0
RiPGYRVxjQdvdyS98c2nG+e9OtWs2ygN7INDaUtM3f4=,E4uR5MNFAruntnHqsaA9aGs7rxghTP0jAxaniZ/qlIs=,my library,Local playlist more,local-playlist,0
RiPGYRVxjQdvdyS98c2nG+e9OtWs2ygN7INDaUtM3f4=,oS8XqlWuqmDUhaEXQjfuH+L8HmQtDa8lBlDLM1BpDFI=,my library,Local playlist more,local-playlist,0
RiPGYRVxjQdvdyS98c2nG+e9OtWs2ygN7INDaUtM3f4=,/11YOQxK/qRgCG3exnIVD40MKQTKw/5ViZgrNrZxlRw=,my library,Local playlist more,local-playlist,0
vDf4l33Enrv7bKEW5Mpju0LBA89sLp6T9KPW7Q0Irzc=,uXapcmex8CvnTUnKhiNb2ExHmKq/r6nji2PdB94KtXM=,my library,Local playlist more,local-library,1
vDf4l33Enrv7bKEW5Mpju0LBA89sLp6T9KPW7Q0Irzc=,eb2X6wyODs13SdC6tDZw3hHcZiySw67y5hySDM6seHs=,my library,Local playlist more,local-library,1
vDf4l33Enrv7bKEW5Mpju0LBA89sLp6T9KPW7Q0Irzc=,obWCov1sFxsIymIAGHjDHILrsY3oAVnE+2HsrGI5u8o=,my library,Local playlist more,local-library,1
vDf4l33Enrv7bKEW5Mpju0LBA89sLp6T9KPW7Q0Irzc=,yn6Kt6+romPpZ1i6+hqI3WJ42G5SdsX3a+l59IaMcp4=,my library,Local playlist more,local-library,1
iHh8lz5adc9qd5bAbyXCb5iRnlV+ybD8oXz2ashcg5k=,podlycp3c6tOEDw7q8iQBVgvFjiMpkWWXTlXljGdbTY=,my library,Local playlist more,local-library,1
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,XLKrMFwipr0VF3IofOWDtgCMwsw4rEOVweQ3tAPcPqM=,discover,Online playlist more,online-playlist,0
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,q3ciI9hdndWhjjP0t6aEUtGTSfwOYH5WwUi6DTXY+Vs=,discover,Online playlist more,online-playlist,1
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,O359aPj84mmMqGm+Ij5yVfk8dNrPR83O8RDS5lTkRJg=,discover,Online playlist more,online-playlist,0
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,6pWQC2bdQDuGpDu0IcE606iaw7aBpOxKJUzn1or3BFk=,discover,Online playlist more,online-playlist,0
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,9tcL49p7d9ZQOIF4IsU/omZaXCh5n11FqGaPCfFDwe0=,discover,Online playlist more,online-playlist,0
D7h/xx2i04n3YAB8Ragzk3uqQ25ZC81WowNXTYiEzkU=,3VkD5ekIf5duJm1hmYTZlXjyl0zqV8wCzuAh3uocfCg=,discover,Discover Chart,online-playlist,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,XUz4Z4wPPChz+OIwkwj7HJ8teIjW3rEMdEATM80rDxM=,my library,Local playlist more,local-playlist,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,shYcSF/8MpYMxMzLfRznBZjwoQIvd+RUH06UamCj8ks=,my library,Local playlist more,local-playlist,1
Pnk/cIztkXN6f65cG17H3vKgyNpTUa7Y0ZQ7sE0SA1M=,srizJVlg0Ya/txj6Ug47vFFePlW0lL2BUyxIPzzcf7M=,my library,Local playlist more,local-library,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,svP76OwJ1B4wu4vhryWBgcFhlJzPpScnkmGK5xZKT7U=,my library,Local playlist more,local-playlist,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,GQqErVwbH/YaifR6wl2S6prosRVHhwGO2/Aq5aIJLA8=,my library,Local playlist more,local-playlist,0
D7h/xx2i04n3YAB8Ragzk3uqQ25ZC81WowNXTYiEzkU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,G21dv1ZiXpa7iO6UrKktIgqRdrvx7nLjRbRHGmtzGvQ=,my library,Local playlist more,local-playlist,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,7zFV1bMlN//PbeZut5RL6SnRlZ7/9nBKIXf/dzhK9kM=,my library,Local playlist more,local-playlist,1
Pnk/cIztkXN6f65cG17H3vKgyNpTUa7Y0ZQ7sE0SA1M=,oLdTiYZW2ZULm7fhf6SMH2TaD34KAU75mOI5AdESXK0=,my library,Local playlist more,local-library,1
VayPP6rDQpuZ6/e4whfgnnMQK8cVhXIIWGUtLQOM4CQ=,J+bDUuY/kzdmK0ZX60Z5LAwJVXkYxWqIxBPv9HXzcCc=,my library,Local playlist more,local-playlist,0
D7h/xx2i04n3YAB8Ragzk3uqQ25ZC81WowNXTYiEzkU=,+LztcJcPEEwsikk6+K5udm06XJQMzR4+lzavKLUyE0k=,discover,Discover Chart,online-playlist,1
D7h/xx2i04n3YAB8Ragzk3uqQ25ZC81WowNXTYiEzkU=,J4qKkLIoW7aYACuTupHLAPZYmRp08en1AEux+GSUzdw=,discover,Discover Chart,online-playlist,1
L6k25RJFSiLDgsvf7eCWfEoinmjgPA1OR2PIR8qGjtQ=,IomyG8OwXU9lWvede4KdHxtUZ+eppEdusnOCDDok36g=,discover,Online playlist more,online-playlist,1
L6k25RJFSiLDgsvf7eCWfEoinmjgPA1OR2PIR8qGjtQ=,3DU6F6k6dFSdoQa2tsia5spMXFCxWh4JJdA3OxSo3rM=,discover,Online playlist more,online-playlist,1
loyLGYzAwC3Vxt9ra9UWGOesmtHaCcNy1Vg+qAnYcvo=,HbqkjwnnIt6BtfmvVyXTdPHAsFCYxU74sv8+s1lfIwE=,my library,Local playlist more,local-playlist,1
fyIEV2AGCnUcKf9BztDggoLgZP+NI6X9PqHWylpEOvM=,I+Z2/30nOjQKb4VorNACvssRUJg50pXBIK+3xoO5LOo=,my library,My library,local-library,1
loyLGYzAwC3Vxt9ra9UWGOesmtHaCcNy1Vg+qAnYcvo=,5nsq4I7YcXGj0DKwMsuanz70I09xrCn8OmIJ6127pqg=,my library,Local playlist more,local-playlist,1
fyIEV2AGCnUcKf9BztDggoLgZP+NI6X9PqHWylpEOvM=,43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,my library,,local-library,1
loyLGYzAwC3Vxt9ra9UWGOesmtHaCcNy1Vg+qAnYcvo=,f9Nq+kWzYg7TTh5cWUY8BWTcZd7y6aUl9QVWnBJM984=,my library,Local playlist more,local-playlist,1
loyLGYzAwC3Vxt9ra9UWGOesmtHaCcNy1Vg+qAnYcvo=,iqJMw8C44JPjdwrZ11k2oQBJ1LYF42K8Pq8D2AffrBM=,discover,Unknown,online-playlist,0
sz/uD2qvR7oedo5Vc750Gwulf9nL9oh0wluSW1FtDmo=,6pe6XOKc+06NhkgrFitOb/EKMj910AlS34LdhP510LE=,my library,Local playlist more,local-library,1
Hjaamz8gAiab26IZAxGJFR7YVexn2Mep9x+5gBV9i3g=,eC5Sod43v4fi2vi+F8CJ2+jSi+rp+sZSJQMWbNo/OLk=,my library,Local playlist more,local-playlist,1
Hjaamz8gAiab26IZAxGJFR7YVexn2Mep9x+5gBV9i3g=,1OKM59vvglCf6H+pyu+RDPQHQd0URrPduDt9faWUy/0=,my library,Local playlist more,local-playlist,1
Hjaamz8gAiab26IZAxGJFR7YVexn2Mep9x+5gBV9i3g=,gw+P/fCTFHIhPf6Bm8Mhupa0THv8qywR/3JZYgnw0c0=,my library,Local playlist more,local-playlist,1
sz/uD2qvR7oedo5Vc750Gwulf9nL9oh0wluSW1FtDmo=,zx4aCmk+b/uPmvESsG8ekvi7qWmifSPNMXg1i8wyG8Q=,my library,Local playlist more,local-library,1
sz/uD2qvR7oedo5Vc750Gwulf9nL9oh0wluSW1FtDmo=,N/jqBO5BTePFm60e3huQoLdsQ1ka4zWbbqEx0uS1Q8M=,my library,Local playlist more,local-library,1
sz/uD2qvR7oedo5Vc750Gwulf9nL9oh0wluSW1FtDmo=,7zFV1bMlN//PbeZut5RL6SnRlZ7/9nBKIXf/dzhK9kM=,my library,Local playlist more,local-library,1
sz/uD2qvR7oedo5Vc750Gwulf9nL9oh0wluSW1FtDmo=,F9Rkc08/Lgq1evkgiHEyexSfYKfLxNAG8So16MUwzVk=,my library,Local playlist more,local-library,1
Hjaamz8gAiab26IZAxGJFR7YVexn2Mep9x+5gBV9i3g=,Zks8Is+xdBwLuMg0lYynAU4FanLNf/tyuZ8d7IEvY9c=,my library,Local playlist more,local-playlist,1
WvyTlvEGejIZV4UYAliqSPXWN0xkn/MT/rqqlVqXMJQ=,QHIALZxIuq+XJzkm7pxaE2gyzzhXL9stZxUhPuFyU8k=,my library,Local playlist more,local-playlist,1
WvyTlvEGejIZV4UYAliqSPXWN0xkn/MT/rqqlVqXMJQ=,pgRLf3goGFDp5+NoOEVsEbjEQhKyl20g/U1PGNPrXak=,my library,Local playlist more,local-playlist,1
WvyTlvEGejIZV4UYAliqSPXWN0xkn/MT/rqqlVqXMJQ=,48PnLVsKQXwlRoNr7779QyZxweYBbpX9z3E1YZm2F/A=,my library,Local playlist more,local-playlist,1
Hpcuh+v/zgxus8oh1kdDJSpGK/reBItu4xheSXqlSQg=,S9Ceoq7vRyE9wVvIyi8dWYZ+9bN3W/hP8i6nFTM8y70=,my library,Local playlist more,local-playlist,1
Hpcuh+v/zgxus8oh1kdDJSpGK/reBItu4xheSXqlSQg=,7vGvrf5l1XzNbeLZXzQgaNvc2VBmncarpN3LQpLUZiY=,my library,Local playlist more,local-playlist,1
7H8Teyq/bk0vHVwbjT2+Otaz8vHTgdJHmfxwYm2P/K8=,9VVPfRYJsuy+rNGpepSEBW1U0Try0BJuHTqCnU7clnE=,my library,Local playlist more,local-playlist,1
RQUz96GZFs2agbl+7XfcKCnkwt68JeZl0VkolQS6FQc=,FNbC0tJSvzolEAa8Ju49yi5tdHfxCxY+YD8c184kyyo=,my library,Local playlist more,local-playlist,1
7H8Teyq/bk0vHVwbjT2+Otaz8vHTgdJHmfxwYm2P/K8=,G/4+VCRLpfjQJ4SAwMDcf+W8PTw0eOBRgFvg4fHUOO8=,my library,Local playlist more,local-playlist,1
RQUz96GZFs2agbl+7XfcKCnkwt68JeZl0VkolQS6FQc=,vSdM6LZCFclerFHXPav5sX6zLEZrY0dxkOeAM8Rw3wI=,my library,Local playlist more,local-playlist,1
7H8Teyq/bk0vHVwbjT2+Otaz8vHTgdJHmfxwYm2P/K8=,uWREia5CNSoapbU9+BpqQxlSfntw1J/01HQGpVxFiM4=,my library,Local playlist more,local-playlist,1
RQUz96GZFs2agbl+7XfcKCnkwt68JeZl0VkolQS6FQc=,8OsXpp32oqorzAN4NNkVouaV0I81ddPLZ8DxMRAGJdQ=,my library,Local playlist more,local-playlist,1
7H8Teyq/bk0vHVwbjT2+Otaz8vHTgdJHmfxwYm2P/K8=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,my library,Local playlist more,local-playlist,1
RQUz96GZFs2agbl+7XfcKCnkwt68JeZl0VkolQS6FQc=,HOgabMPuZ86OA+2BV7o+Ai+Jd+qWRl2u+bYE48KtuDc=,my library,Local playlist more,local-playlist,1
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,my library,Local playlist more,local-playlist,1
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,bTlSHgnwaBMIKHseTFHanJ3Zr4x82ybrGkexpnxDhTY=,my library,Local playlist more,local-playlist,1
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,aRZlTjtdmMG2jifvMN/mBcl+SWyXB+zxbrZjoO5LdFE=,my library,Local playlist more,local-playlist,1
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,i1LsA3SGXB/HGrFVJCyrrdlcmX+94xnXR/P3Z7zpFoA=,my library,Local playlist more,local-playlist,1
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,otEUi8vugfnlIt5xR2F4U6kSGAV6OWCmlP+4esZJfC8=,my library,Local playlist more,local-playlist,1
YWD7vyrgscVgxQ7BJOHY+0XXAOGcf4GCkMzI/DJhsO0=,VDstDo5QY4AEUvoEUj2LaAFdHxVqop5kQ+I7YTmEmMQ=,search,Search,song,1
WF0+lTYUZrHn9eh04y9+nz3ZSuxP9acJacIbX8y3ctA=,+EhEFo285sEF1uoMgOHoqG13i7IQT9TxSuZvvoiehbo=,my library,Local playlist more,local-library,1
6Odpc4gj8zbIhAlb1H3XOR0k6LpAfMAObJGbD8xkivc=,NhQfOVnptpW5z5qsP/sN+hVS8TM2iYvdy/ZGVe7K+kM=,discover,Discover Chart,online-playlist,1
WF0+lTYUZrHn9eh04y9+nz3ZSuxP9acJacIbX8y3ctA=,9+pCiOFvcQtM8rl9r/zWsslEFVfOjh4QLd47GlV+20c=,my library,Local playlist more,local-library,1
