song_id,name,isrc
4N16YGmEJD00yXBuzzD8lh7tvkDNu0jclkl+8qFrmyg=,Runaway,USRC10700079
mY10pQPMwgL8b+lHssodAQMsYiUkW8d1YlA3f+3Fom8=,Chiron's Theme Chopped & Screwed (Knock Down Stay Down),USLS51689010
IL9jtxATLAqXuLrHJYwrxOWcBYN7+/Nx7KhEZylkcUI=,Lady Gaga - Born This Way,USUM71100638
VFuL3ReWOzi4TJ/t+of9/kmx7ratNKlYzecubSV08Hs=,再說,TWB510540502
OhtAMAfe5Ib7aTLdh9t0mQcjEMe6KuwaNzOJDnokfnk=,Transmigration 2007,JPKI00701003
Qbxk2JOwsczoyrpTKaWggTSpFAD7f49lvz+fIk8PyBo=,Just A Gigalo/I Ain't Got Nobody,USC4R0405915
0jT3jo2mZ5QDPljuB8WGVCa+Vb3+ANzOejfggdi/WDg=,Qué Hiciste,USSM10604740
rx/uOBZdAZd4qwUIwoMDG0OlMAeY2Q4e/LCehVMaM7o=,The Memory Remains,QMKHM1300006
waVKx50Q5NJLQ6s9u7D+I6D8tzFKMvALfaVypUg2H6A=,Beijing to Berlin,DEG931500784
9m9SPUwON0Te0dqTlwrl+4b8DkDH6/wyDgvydXIn2bo=,Love Calling Earth,GBAYK0000133
wfuVehJSJP1BKaxFOrVBwf4R9x6obDZmYQZ1rI2PCFg=,Hide And Seek,TWA531602704
Lm7Z/pb/khOjXgINTbgXAchvVPy0gGldKW3JovBadyQ=,コネクト,JPN821002818
+h0yA9EIQIi7oir365gZTQ0/w5AfxMgN8VPsEM/zv3Q=,別走 (Don't Go),TWA470058008
7IBRalwlEqQ1CuLR5zVWf3ZQBWQBfECZZSvs0q/7ODU=,明天我們不見不散,TWA119000701
uip2r/UH1mHa88CWcICtX3zUNij69C84Gwd41aakDKM=,Indestructible,US3M50890815
axdIKtXctEc6GrKRkLrRlq6Sg/SRg5gXsOpzbYwFOqc=,Rump Shaker,USMC19238663
lAL86g3zxh8zHPY7iJtXQppzUbiKjvPx3W1j0fTDPeM=,再見黃鶴樓,TWA450274204
E52BhMIi+9epTGamdfHDSnaEH4dMUiI2264XfTdDwRo=,海闊天空,TWS831610065
w2E1K0q7R7Z42EK3EiOaAaW2RFzLgRX6r0pKxOKffzg=,異鄉的憨子,
taVayHVnp6jrgICAY7c7PlQ9u0OQqGA6iChYQfhxs78=,"Turandot| Act III: Calaf's Aria - ""Nessun Dorma""",US5541304588
+2Kj6DGNZuwsJHNx6FFLQOsr8Wmx85+Pj8sssYw/gO0=,Ending Theme,JPU901600046
Omi+znImfsuqG6EMxdEAD0PVL9d+vCs0eVNznd+J1fE=,Sad Love Song (슬픈 사랑의 노래),KRB361300149
NQeCxn2RY8x30F5iZeUA1KWvVW5fcNmF+b+fMRSn+Gw=,抱緊眼前人,HKE058885105
39xg1Ol7CtlQQrsrgLJUl+szPzLPH56aWuygkTjdebs=,Honky Tonk Heroes,QM6P41597913
Lv9OwNnp/EvpvFH6MbLKfS8jsG+3LzSTNAMem2MzIfs=,A Great Day for Freedom,GBN9X1100016
Myq4wcE70c3k6OkigH3a4ax55gDSxLMzIK8YuRBL3so=,情長,
l6o9u39BVV58etI06hm962+bMVEhBim4M4jAN4GoC5A=,别用下辈子安慰我,FR10S1672852
xIUZYltqjQu+t3wdt4rwPi9SJeIWFl60Gyw436Dp9XQ=,This Life,GB2LD0901610
2bpb4ZvaEtzxIyX+kVf5orxcOkhqbYWM+r5LYbvjeys=,Murmullo,GBBGU9701250
sMmIi/KeDZZms0vNq5fjDQqFUP5e+aLFtRCZRnMN3EM=,Focus,USRC11601790
UYSU220WQcG2hXGWrPk1QeyXHTfPwHJvZ7zYyaGnizY=,玉珠拉姆,FR59R1659633
fn6G0Y1zvML0SjFemRn5y3YJFmlNuN0BQUJxETgP+Kc=,For Fun,
muLILGed5mILt/Xg5iXlFWgEw2cJstgVdBtbgKjRP5s=,Mind Matches,DEOV41500288
dAuSUrNPYi6jbPtEGO423Ipr9sGWjB/wOjqswv6HvJU=,原諒我就是這樣的女生,TWI430900201
dRjOKVmTZiemB+54QRrJ+lFsw7ZfjG9zTSfla/WTBZU=,驪聲,
auBXkyccEab45zToHpmn1URRLewDKWj6v7XMR+kTD8c=,愛過 (Once Fell In Love),TWA270209051
yA1tWwlviENISYnP8UDtjGtMSqxPOKI/HzAzfcoQz5E=,Again,KRA031209095
utCrePFiaYzG41zFmuulEaB/Fb6zV+mXTd0q5GbeCac=,Recuerdo De La Virgen Del Rocío,ES5709902776
FBd6hZ3SNtD7xPxfVgk7QCsdTf6m40bIBlFYBtOKKhU=,Brahms's Lullaby,GBCM91300004
k35bkZzWmW+j70EU8sN8juCZrTUKVYAGDHyCmjhZmDI=,路邊野花不要採,HKA610000860
4i4ieQCrMC7ewngMvpaGy8qkOdSFwOoYqa/anad618U=,Boys,USJI10900662
mzuFHTBvpyekw9Cy0aUzPeutJv2xNuEsuI+xldZIE/0=,無你無愛嘛快活,
2CPc6pnispV2u4YJqFIS/08H6XkYzMpAIZ4sRtJIMSw=,落葉時,TWM031526431
BEJV/w31XWrYSfPP5gUVvJs99mb1LpnV7WR8FUlBRPg=,Colors Freeze Dance Song,QMBZ91630601
xlBpw62ZXmJs0z5dzly/41yMr8pZjShR6/D/OaePBa0=,When I'm Around U,NLZ541500101
6uHslDYp09SRHuGfVN1ns0azg+dfWS4+vzEZBboj8M8=,POWDER SNOW,JPB609903522
DfO3x6BYxNuGZ/5erCSss6WolA7Pt3q5mWXa1muecgQ=,The First Noel,CAM460604409
m9BTtUuBxS2v9+3w9a+lrZbRte/ot/qTsqHJrIQucoo=,Mushaboom,FRZ020301800
JKocDsX8US5/FbkKCFNCfUWFfR+5gBoOpsshRll/ABE=,Don't Kill The Bass (Radio Edit) - Chassio,
MWGkD7Wx2COarFHeEFFOfkonhzWBkWBA3wNPCPUXZho=,Daddy's Little Girl,TWD130800292
wFUqgFOISk551at6L2tA8ECo9q89CiPAq1savSVlmDI=,Up The Stairs/Down The Hall,USA171491009
5F2CqwWy6A7st4fxgEUsQdrMJ491ub+KuUJbJD0wLvM=,朋友,JPB601401906
uDb4f66l0vHESJpu+u9OtlhureFBRqzkPKaduL5ViYY=,Sundown,US4EB0935704
xrzXc7yUrAgv+NRv0JCMXj1N2Edrg2EqavBZMo8W5iI=,Bésame Mucho,USSM16101034
ZjF++5T38vHs8au+LgfcNkIZR9qop/AWpYxENOCwzSk=,Limited Edition,GBCAX9800503
M4IiK5S04ToJQOM0l8wCwqgQmfxxG/2rTQ4V1ImRai0=,Bossa Scousa,GBPS81527817
KKHlOhS8+kpvLhxcPhJcCATzO9jMlDflA+4ABb559i8=,Party All Night,TWJ971201502
Rd0ZE4GYI2BqXbZYE8bmBgCyjdLAYDBaS1xYADo4X9k=,Rieding: Violin Concerto No. 2 in B Minor| Op. 35: III. Allegro moderato,GBAYC9802588
39sPLjvY3M1P+FQw+LvfBm7zA39q2o0nbtl2apPiuSE=,A PEEK INSIDE,
DJTJ1VJduvXFf7y91wq8UPblElUWT70ZsPJdJb2V/EA=,You've Got The Dirtee Love,GBUM71001628
eao5njb/wrfyyQSHABLmolgG108OYJymdlRGKNmlIDY=,Bar Scene #2,HKUM71600138
aQP8KRJ0Ng7bD3oubu1Z9PoU1S1GV/gIt+X2x43PBrE=,When I Fall In Love,FRZ036206150
9ucHuN/3SFJkOmpqUQnAInB5s6vFlnMDn+Z+PhxwTyw=,路,TWM050900009
VW0q2KpzzdPwp/j3svEk/OZkIuDSAln0yb2z4Zmdvj0=,Streets Choose Me,TCACE1510342
RK3vr9e1ijlUupQ3HZFuMJa4QV/xrDHyGA2I069XGc0=,Basement,USIR10110585
LtBpYoUkc6uHMHY53oGZKrWBp8wkePMeB6BXaHwdWPc=,Winter Wonderland,USB4T1207410
vu2LXuYWNYaV56bzZHVtDXcBTIf7iy9SLKmrjAYdPFw=,Further Discoveries,QMFMG1321370
kyvVDN864YooIGZeGsNNeBMtvdm0X1tq65P4kKJrCtk=,Hickory Dickory Dock,INR321500006
h0klaIlDgxAp0E/a7xqvas1JPi7zWXXA2uQ5kfrUfc4=,Treatment,GBHMU1200006
NGGPwkEgCOc1FF2I+pjD+yBJ474HqJi8u3TuNZm3X3s=,I'll Be Home,USSM11408623
nfJqSBuA3X4gcblgmwxOxX1CVO5EtfhZ7xVsiibx59k=,A Tchu Tchu Tcha,QM4TW1574946
JUaInkg0HJkWqJHCg/STtv62xvdXlh8wspQfwq4MEP8=,Love And Affection,JPTO00801257
d0e3lFyi+EOIhkTjqsLIBtUzv5I20v2TydhktkIrUKs=,等,SGA100100250
JnKyfRw1BCw6UjOKV6cU3lflKo3jyEtwV402nbbEGUg=,The Closest Thing To Heaven,USMR19887666
DZzQtuTKyT4Wi7MTioZT2y+Bv2Ni8eU8i1oJcSuDE7w=,Taake My Hand,FR3V00900115
6rAYsAAi042cFpBYMf5FS/8180cduY0bSW+Y8VxvaRA=,The Greatest Show on Earth,DED831401137
fGdvHgas+fOSZU8Z4z/X5XLMPYc+4ZEXaOxAuGJjQx0=,Bella Traicion,ARF410701716
PavNuxVA/SnJQszmXPFLvGXsLK3kPxQSHTX53fyt6Gk=,Watch You Crawl,USA5W1000726
Kf+sgR1iyCN0NE1zDJPZ+WyrZnt0viVDqPBIwJVnHTQ=,Rake & Rambling Boy,GBURZ1101496
jGf4YqtoSH/UsPo8x+Y/V9ew63nh14bEIpK0f0QdPK4=,War Machine (Live at River Plate),USSM11205802
mp/5UCI61x78+ENjHZWn/Onzwi6NE+ZtuBvIiMLYO10=,Drive,USMH51600683
gYymxR8FC5k1LcIf2Ur1wfDHVyFaQ2Y/hYOeh1VyIEI=,Ain't No Way (You Won't Love Me),USJI10500723
bqxiu1AQwVoXc3G8drKY2Gtkf9DmbuE8xTkz7oiV47k=,精采 (Jin Cai),TWA130400408
3aVX1u1NAYJD3+2FB4hXlS0SEtZTAIjP/uXXveoTZ14=,For Lovers,NLC7F1500006
KzZlrtSR2Qsrsa/i8FAewZcNyDn+WtTPJqoPXjx3WNI=,Ladies and Gentlemen We Are Floating in Space,GBARK9700152
WU23wlPRnHdtXoz6cVh+YSyoxLPyEl+Gkhnxk31gNVs=,Silent Night,GBURZ1001285
FFWHNjEs4m1CeAWKEHloHP35x7jeCr24db0hE/wJyJg=,永遠的第一天 (Yong Yuan De Di Yi Tian),TWA470022002
koxG16JJFTvRECaxP8V2bNQ2ywdus8bJSSg2gegb4Rg=,姊妹,HKG070100090
vcfwywX6gQSE+Cqn6Q07XwYKO/pY2UrpWbomSBYsVYQ=,保護我的是耶和華 (He is my protector),USPED1500003
U2hI0FC9Rey3/LAvikf66HqAbIVAFDuYSLAneFn1BkU=,You Taught Me To Love Again,USSM10027332
Am8kTBFQ/c663Hmxuj6bqaTncwLLyb1VfPAyVWI9lGI=,Nocturne in F Minor| Op. 55| No. 1: Andante,USSM16800488
9eDxaQN5vkIMNrykjonKCl1a7gK5oYiHbSA/eBPdEQE=,雪中蓮,HKA610000868
irV5hvJMbI7BbjeirQSuD8SqX75/NdFv/TbMrpZe9r0=,禮物,HKD460801101
6OgDw6x0ff8XH3pw7tQIUPQVFfAe39lSep631THR870=,I Don't Wanna,TCACQ1669000
eKUoyIIZVbxTaYbIYZGQfqqpPfH3nu8tXfi3TxnCp3k=,飄曳的秋天,
cCr/HEqbbSW6CjJB/VmnUG5iTsciJlIMTXUKHI7B9G4=,I Almost Told You That I Loved You,USUM70950476
JQBePNinqDRzN9Ui9StU0xgkgNovRc2xQCrg1VIp12I=,Last Time (aka Bittersweet) 上一回,
0sx8hYylZ+aOe9AxxYPllKy2THxhqW6es4+FTGePyvU=,夢裡水鄉,
1+ecLekHcIB1qVoJ38FQk3eT+nBp9hDQkcKeQriaAGs=,Feel The Release (Radio Edit),NLWV71400072
TM/DKg8ZA5Cmal04mLwJYFzrlesFojyXhV81JXHDT8M=,Wonder (feat. Emeli Sandé),GBAAA1200636
zqc3ASXCKCKLb7vi/TJ9PwpzbXX2y49DAveT9EVVh1w=,Tears (feat. Louisa Johnson),GBAHS1600286
+vEYBd5rd2JRYVn5VtBJZf8jPeYrPWiI2L0+Yf6RKXk=,Knockin' on Heaven's Door (Live at Deer Creek| Indiana),UK9FS1610567
ZzoCFX5pRVE8fK0MdIGXN2L5UgsBor86wIG6mI1ZAI0=,After the Rain,ITC041500163
xxhWnDY9BkOKZlZ2ft4ozjN+3qQNPwKbNFlUr1Bpz+I=,龍王三公主,
vwZOvNE/KAuuyQXRZ65sw3DfoUQX6FfELvh+TGWRhU8=,I Want It That Way,GBDMT1300890
27i7KuOzrbeoPDOxIi1ni7C4p23W6RGsJD2YwfSYy0U=,Shiawaseno Tane,JPVI00836100
Q3lCsS1EfyEgTmaN6Vie7tM1roXKhszkJZx7gSdQrGs=,Take Me Out To The Ball Game (一起去看棒球吧),
mglRjHN6hW85skr6eBA3vE9iM1xr5G1hxuq+ZSVWMho=,Sanctuary,USWB19400270
3UxcUUT2oASs7LS3n9s6uUNH+MUcyl5Sm6tHPxWEwoQ=,This Feeling,CA6D21600179
3CKCMacL90vRxmSyFU0MHbu2Akcup60TZyJtPRqOEWY=,This One,TCABB1141539
7MSwQi4x433JqsTzF2ybCU+XZNq+u4JQnGUlu2pWhRY=,Les Djinns (Trentemøller Remix) - Djuma Soundsystem ,
O263EBCq55ayDBvwn1aE2emFjmWMyCKclBkMOIestiQ=,Don't Forget To Remember Me,GBCTA0500198
pw7fo6NdGEUAfYCHmXm6zq+Uom2EIQ/hsBvROMaA2D0=,There's a Place,USUM71510436
W1p0lwn4c3qhBVu+Z/3K4w0R2I+YHYCl5fxjHqolm7M=,Brick By Brick,USCA20905188
34229/vmLsfZE8r5oVBaIKT17MqXOQ+jmJzX/JsyxXk=,Quintino & Blasterjaxx- Puzzle (Radio Edit),NLWV71300022
Qc1XbasJn0ibkk9DBAZUUw/RQXhKo+6psK+6+7qhrgc=,We Are The Young,NLUB41200006
SBpEOnI8cfiYPaoYtO37orMKny2qEULFkW0jW4t6cIA=,我要飛上青天,
+0t49VU0iSSHDpdZ/mOc+5tHhTsLuX7UuIcCCevEeUg=,Skeleton Tiger,AUUM70801192
J/aKyU6As9g79V7StZ733AyM82Cgft2a5F7iDvhPgD4=,Kuai Le,USSM10802987
uY56u5sqdfyrDLHzQxDMFt6psRHgMsVy5Cc46bWyBOA=,天天想你,HKC840800208
LbfsnKPxTZW5WcdfmD56Lf7AKjAYNi8snlmaE3kmdao=,I Heard,US2CT1310016
oO5RDeop3Jl2liHX/Efnb3gp//wf3b0MOC2LhUJorhA=,起跑線,HKUM71300192
eioXiiEw5vhgtvJnQTHpMcMD6NAMWBGu8xXxwHoUlLo=,大睡之歌 (Sleeping Song),TWE971302810
DzOTnHWEjk30lzfcZcsyww4MPiQSDIMR56hXDYf/jLk=,I Against I,GBAAA0600185
RZHEVZCQETgn4NKFUgJ46u+MDHSOFpfI3n58IiqRomc=,管不住自己,TWB739801309
hlY+2VE0JTZ70I/UyGXiHDfwwTdbxq+qlVf409pksfg=,寂寞的藍色舞鞋,TWB870006009
q55lxOWuAAz3mDAE85Hpxjg7uJNImvNpUKtnzdNRcgo=,Maybe,GBCTA0300155
in0S2VWc/gzXNt2OFaMLYqETbCdYTTfYLMrQ8zgp0Qo=,笑問客,
T7j6Fg4AS3PJsZG7AH02itp3A/CJzS4+2tJ0iM5AMYg=,紫陌豐田,
60vh/XAVvpZNRZlwCx9S1UobGwfk0eFFFxB51Ztrv4A=,"Let's Do It (From ""Paris"")",USRC19206235
Etfu2Cp/2dr7WMz5Xxjom3E7+8YYSam+NltuWAQ5LzI=,「男」,JPB601155002
eBda0IWFELGkRQdvhtsGbvKsQYT+b/pCdtMxEA6K054=,Deep Surprise-Florian Kruse Deep Dub,
/6x83JSJabtNiR8at6zDRhr4bppg8oCN4hmW1Ikwybo=,Walk Away,GBAAA0300780
AmT8j0BTSoGODn700Wwji4CWxcjqo9TELJsTjpPk0LQ=,Cadê o Toucinho Que Tava Aqui?,BRMPC1200092
ltNcrjjHdVPsx6FOXDHMgl0miRRZc3zFyi/uj7VFvrw=,Lesson,JPVI01439630
C8Yxiv3o209NfeIQxnv4qm6atzpbER6aK/1TJWVXGmM=,Since I Don't Have You,USCA20700384
+4Ltya6fZb2v0xq6CqERUOyqg7slzubXcfIREERLDkQ=,Hey The Beatles,CNE040739305
3AwuWQs298dxfoQVWli3JGsS2AMJMuCMmpiXNGmTurg=,Sulley And Mike,USWD10321173
uPNt2lJAb1TevGrImkyd/IGtNnSQREjcOzhw298S1QM=,Natural Venus,JPJ221200367
D4wzfOYySFmPj7DtuhmVSXmog0XLb9fgl17j/Zt0E8s=,Go Forth And Tell,
lIvcKu+aiPHe0A9xBvNCwKUNEPvkncU7BraGq/S6lwU=,爱要怎么说出口,QMFMG1529258
PnB52LFlOAwhZ31xLm+JLlmET7rH2POXn+yPTl1YJ/U=,街頭女皇,HKD250719402
MUV8bxfXxnSeydUptwjB3ESbL/kt8Hqg+w4ObtSdYVU=,We so High,QM6N21481948
owXbNGFyJRAdemv7g6V+Un5OWDUYGDA/Wa5oEV21YBs=,Go Your Own Way,USRE11000855
oabckt97JS9vxVq3WpB3vgaVTHp1LcEU1CzopMxzH1A=,Italian Feast Song,
XbmNzDRzkNJLSJh7eZNdCJGr8KM4IpUL4eL29Q6RcEw=,Arms Of My Baby,USVI20700004
gtjXT2KXVJ0gNRWOGvj+IZt3CqJFItvx5Td392ru0Ls=,一個人,JPA601000355
HE/+PhFabCajNBy3PjgwHQRZXfGWzTy9fTvEocvR71I=,Pour quelques dollars de plus,DEBL60729628
5D/uxKwW40Fx9zFX4efaq2QxjeaibA0ci0yn7UzEslc=,Hot Chocolate,KRA351303268
95EHrln/KSTDcY9S6ArUf31QjsRPKkuZnfe/jVu7s8k=,Polka Dots and Moonbeams,GBCWU1102991
8AXLSRKSotKuCXX49wUX2FABqH5VvTWOGZOiFJdrNeQ=,Remember,ITHA11204767
qzsiFbVvSsrT7o4M4S4tmRsEbnPT+sIxL1mqaOgNEJI=,10 2 10,USUM71319839
hs3pVsvu0z3imrV5ZU/QvRWXDrHhQuxx9DrVD+aOLes=,ヒーター,JPB601600990
Fu/g2lB8YYFn4LFO9L65YqN+pO0x/skDKKocp0ZTtoU=,MAHÁKARUNÁ SUTRA,
f5giY9Z7cYUhTvBB4Qelxo9VEKKb7BqHVosAVtNK3zg=,Tommy Thumb,FR2X41456481
J3U6LVCxdiUEhKOrM6KgaetIeL/LIHt847eM8JN84/4=,Mary,GBAKW0300861
heTWMfekT+QxteaJgjhPd7dVkii/Hkq0zHT2sNG1E/8=,Temperance,TCABU1454280
pVWd7R9tIXQIl6DkacPt+ePsrYoIFeMH9NW71I3yz5k=,Open Arms,USSM18100126
o1Zcte0HgcDX9n4sBkG9zRiXwLxxiBngRKGmL0/HpK0=,我不好愛,HKD250114405
gjExUr5FG07wMtlpqdfNqp9KCaA10QtsCXEI+cbcaIY=,Spun,USAT21101336
P7OKGYIyRnpGCCLtH2iFa8GxCdM8Is3w5KNlCBmAuJw=,天方夜譚,HKD250733108
pqudFdo53HLHmFDEm2INNCESRBlbIYUWvsMvuL4YgQo=,清淨蓮花,
j4kYL+4QD8bejDEJxnJSculOsiOWc1kr91yrBekWW5w=,I Saw Mommy Kissing Santa Claus,ITL731593073
hCd6DPH7snQjP2uoa+xKKM2Oe5Ptm8nOq+CpA2QdGwc=,Coming Home to You (feat. Jamie Pineda),QMFG61300009
vf89tiBpJ5qOUtxH5tK7o5Xz0p73hKWKMtTZmOqpcKE=,告白,JPPO01509880
os9B2hMeSAtG5hp1k6r3m2dO6sGGtE1ZzlahNGNy1oA=,Schubert: Ave Maria ,USSM10901654
Y0xTLW+RMB6eTWZSeIcBA6WfPgczHJh2yQ2pHJk0kus=,Save Me,SEVDQ1400301
lbhmZdw/7dWZOLGLQq9NtwpAJKT1wg1HWq5mRqke4ss=,Candle of Life,JPU901500256
raZDOzadCykAIcAlSIAStrNSNOVMhdC24o4RyObulZA=,Godzilla!,USNLR1400077
DrmUJVm9cR1r3PCS4RW+iNak1MO1RFYJSHw3E/xCjWE=,Titanium (Dance Remix),QM4TX1516276
81sTO7dO/HM0tqMH5nqyA+FcmYYemM1mtugQ7HcHguY=,Last Damn Night,USRC11402894
EVgAxjJriopRz3Rh/vr8+2vFdc9jsRTxWe8waWJC4xU=,長途旅行,
47awDCy2gKVX+KpVYGKUPPsCYTouvjwl3QMMQfMT70s=,Mystery (LP Version),USAT20104371
FZRpMtyEc6+XLo86B2hImqX0XfH5J+sOKGFYiPRW0Qw=,Overnight Sensation,USUM71512368
wSUK6/Z9TM+cgwMDZVU1yCg/hI39U3ORypDx9/GTZFI=,It's Raining,USRO21315402
Pqtm1LaqjA7smeYhWZI5CzTlIxCAYh5kUI07PdKaC1Y=,燹王,TWM031410406
DqhqWTtLScY6ALkUtV5vgkKeb4Um8xZAXN0zp28ixCI=,On se plaît,DEPZ68846686
2iMVDDKsLm2b2f2bKfjTkKTG76Tn+T28nLE9+WCJVGM=,夢中情人,
5AqS1yvSWTcERDpcC68frfNBCScefauMownlDCMR4TI=,Love Can Build A Bridge,GBARL0601592
8LMHZpLvnxKnKbdodXa/9UU0YPTF75N3wb3plNQLRSM=,As Long As You Love Me (Audien Luvstep Mix),USUM71209050
xY/YYTadAoxlbBuBUOHyjBbeq6fNqVd4je6nzQujiVo=,Shout,GBF088490125
GcA2mCd7MFeNvh34GFY9Rvjr18vsIP2pWdosxlAJ5Eo=,Outside Fishbowl,JPB601028202
gealXr9EKbJAcex/C3i7X+T3vowuXkzPGViPT4aFRUQ=,Te Rog,TCACO1612589
upScc37S21q1rCVxFf47wK9gp7dMm5td6wk4xc0uwjc=,Strength And Honor,USUMC0000059
uV90tZgyagPvNtle48RW1yI6YnZ+FC08JBTWsOJUWN0=,Love Is Waiting,US4EB0922711
RKx9aIH7Sa5mqel+0SE+ndTkA5OQrKHUv0fH7m6Xdgk=,"Make Your Mark (from ""Shake It Up"")",USWD11262053
fjABKMkoY6xeR4a8RWUP97/yy1I+ybv94sYtkahQaw8=,Hallelujah I Love Her So,GBAHT1100271
bPllRdEfgcXs1BzE+JiluYiWgkYG6+JzFkqX+tmuYIM=,Chelsea Hotel,ES5300926488
XG+UMgWPxOt92MgL5XgMVjIWHJbgfJEKLtA6Av3gTe8=,Back And Forth,USBGR0200030
GkQ8fDdd9uu0SVZMJIR038DtvQBfln2YjXJOf2a5DT0=,The Ambush,USHR11637347
/DrGQC3tHeGGCJteN779dcAqH7n7Vrs5SnwgOha3MV8=,Around The World (Instrumental),JPU901401520
JhJACO8QFpWlmufcPqdeJSMDiMVtL7Q/uq3OzrNySW4=,Silent Shadows,GBARL1200347
+urIO/oyBLwQ8dowziqnytQbwWaHeQENzTLrGrRUuKU=,The answer is not in the TV,JPVP00900706
3ynKBi1Qa91SXwTEv9ZXLIGJilMEF7on1clwY+w6CMM=,讓愛做主,TWB650500905
RaGtS3YMULDq8XmaWFstCv/Xpo37sXfW1ReaOAd0Rqg=,The Hours,USNO10269314
uZY4H0U1OeJVNSze+a4tpNU8NSo5Xyvae2gUYmttqto=,Me Again,UDDUB1408301
e2DLNm9ONX8W7TBl5fs4DkOa4Nj/OrTUURmb85jQ4tI=,Dile,USUL10401651
ZHGL5wRyJDOvFPMlWfdTFz/kjK1gtGo8ALGv7toGKsU=,(I Love You)For Sentimental Reasons(情深款款),
7FqQv6GWKK5Cs1IDpFrmfFx+wdO7R1nsfhniK9MNifE=,詩篇139,TWCJ31620103
Hnzkd5cZBAdQvW2kMhefn+DfpgNo4tcspMWY+8Q5uSw=,Pistashio,IEBWM0800008
rLKybz5Cpr0wgMXgqfAxJH8PJJMT4z0vk5G6NV8RodE=,Die Young,GBDMT1400019
kCbonoQXPvBcdJtCebhQ+exIRPdj5ep1Ll+CeicIYMc=,Geisha (Stephan Liebold| Andreas Kracke),
ETWksH1VGHJoJE/UklOOsOH8xGcq808VvMeyhCKWS1A=,最後的一封信,MYHY11505100
45dFFAwFrTQMElWsm1LXBk8GKRGODdvtaMqGxmo0BR0=,Love Letters In The Sand,DEPZ60088440
YUlNrWbqSZYhFvlvxYt9rhu1WT8QscZITEVFjRPXrlQ=,There's Us,USJI10700678
6VtZUn0lpPrcm8lne35lq8TNi2CnFigWeBqPkn6C+vs=,Mozart : Divertimento No.4 in B flat major K186 : II Menuetto,DEA800115529
cMXAToa752Km56qOQnPGCAKkZHFKh4Gf9vTRJ0I4EFQ=,越陷越深,
mOdDuxj5vHW1zxgCRmLxY286WAkW47/wrTlSYr+Wnso=,紅蝶天紋斬,TWE770408221
pMigm/OlWRzU6x4hHAq0nYnuuyXpkYPTbRZX7nzSqMQ=,You Are Not Alone,DEC739900007
/bIOd5nnThgKfURtLUGW9ZdMshSadXUhjwRm1Cxru0w=,我想你在想我在想你,
xz+9wN8rZ4JSlgNWTivy7BfixJuGG7QSO6BajxQu8E4=,Sem Aviso,BRWMB0500722
Z4PyQhMQjbNy2W14lo95773Or26H5bxJrQxc6HFS0eU=,Sleep Walkin,QM7281495784
EwAYqULLj50TtVePVI0noUrvrdK7fu5tttq1ozNoJuw=,전화번호,KRA381202258
wTfoaVjV8xhz6UWmFf+g2vWSxw77wbOBa/xnz7tYjRQ=,Praise Him,US6WP1000016
3ckRnVhT8gjXTyGFr0qdZLrwaHSY9ITznvkx0QoH6Tc=,I Run For Life,USUM70503670
kzRJmQR/w8/Urhf1uXeK8PzYVHrAVj1EJxhDpu7aEYs=,Feel Like Makin' Love,USVI29900248
pFjolsyBr3vzzmLG61CjUeIYmNSKatmUjav79HvYrOE=,We Party,NLBW51500135
jTR8TujEcJV5LWt7XraTDkK4rUzOdEl9L4HeX0dSKbc=,Hoy Eres Fuerte (feat. Anna Ferrer),ES5770603856
Rn9P8GWWrYOIpBcwR+YzVFKQeGyyxOqJoDBGmG+gEVs=,A Lesson Learned,USIR19902319
Q1ki5TkVkZFfqyn4+wE6AaNywhJpFNrY8oGUfYpwYRc=,Run the World (Girls)[Beyonce],USQWA1246368
mSy8KYW3gY1uC9EK0bCW96w78b2HS7pFCySDsr5FyDk=,The First Person On Earth,USEE10801382
DhJElttu3yQtizve1fy0/sAoZHMiIeoUy2rYRY7VvCY=,Rolling In the Deep,US5261115820
pud08ImqK4pCnY/m87HdWpObFLXcwNh+N6PD5ZpS8A0=,Vita Nostra,GBAAA8600291
HVEm2SuFK2w4oIqP6Oh/a8fjtLsh6uIFkRFKk3MYKco=,Electric Twist,USVI20900258
x/sONZBboBU2+f+rsBDu47DhxPBCKQBaKsai3Ha+3R0=,心電感應,TWA479803005
kAPvi3H6hvXsqI4KaFxxP+dKi2OEUNnwKS2Wc8zt9/g=,生日,TWC011100271
YxYoE4745Y0LWjGuN9Um2XalRN0teysLSWvkfEdtHRI=,我心深處,
sAW2S62MjHAilpJukrf1Ypg7GRURcgi7+IciZEImQw0=,Been Down,USUM70953584
1fA8tKnWi5PeuZk/QSa2EWHe4NpjmCa2UYEAb7DT0xc=,No Other Way,GBAHS0900110
znPVG65HYVviCc7u7xNTLLHZMzNJCYKqyM5CQ/5tCwI=,Run The Show featuring Don Omar [en Espanol],USSM10800118
ZGiG81JPik0tEJ+Go+nPfaeBOldXJc994trINsD6UKw=,The Prophet,USWB11508007
DPybP3JYXTTXSJC9Jm227e78Vyid4sZ9TR+Gjbi4ST0=,群俠護世,TWM031638527
03I+lZaDF5ZI0fKT9I/4iGqdGLNzfC34Pbj6fezDO8M=,Number 9,
UAe7AXcl4stGFN0BwXG2X/aAzA+jsmyFEfmzFWnpgmg=,Maranjab,QMFME1575717
