order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
296381,673,prior,3,2,16,13.0
518896,673,prior,4,3,17,15.0
1306680,673,prior,5,4,15,22.0
1859840,673,prior,6,3,14,20.0
2742254,673,test,7,2,15,30.0
2752922,674,prior,1,6,14,
455033,674,prior,2,5,20,6.0
1099624,674,prior,3,3,08,19.0
3287408,674,prior,4,4,10,1.0
2376860,674,train,5,1,12,4.0
3105358,675,prior,1,6,15,
1782376,675,prior,2,3,18,25.0
81248,675,prior,3,0,13,25.0
2735554,675,prior,4,0,17,30.0
2293270,675,prior,5,6,16,30.0
1463166,675,prior,6,1,19,9.0
2207988,675,prior,7,5,18,11.0
1063462,675,prior,8,5,19,21.0
1663422,675,prior,9,1,19,30.0
2656195,675,prior,10,6,20,30.0
39629,675,test,11,1,19,9.0
448552,676,prior,1,5,12,
3029026,676,prior,2,3,21,12.0
121145,676,prior,3,4,14,22.0
421002,676,prior,4,1,18,25.0
1454776,676,prior,5,1,10,14.0
46887,676,prior,6,0,11,30.0
2700378,676,prior,7,5,19,12.0
1172680,676,prior,8,0,12,30.0
2924711,676,prior,9,3,15,30.0
443065,676,prior,10,5,18,9.0
1171861,676,prior,11,2,16,30.0
632715,676,train,12,0,13,26.0
3406700,677,prior,1,3,10,
2983024,677,prior,2,1,13,30.0
483192,677,prior,3,0,16,6.0
2759773,677,prior,4,0,12,14.0
1532741,677,prior,5,3,14,30.0
1735653,677,train,6,5,10,23.0
2781203,678,prior,1,0,21,
1068624,678,prior,2,0,20,7.0
3000256,678,prior,3,1,11,15.0
1133225,678,prior,4,5,22,4.0
1129838,678,prior,5,5,21,14.0
2708700,678,prior,6,6,21,15.0
860545,678,prior,7,0,17,8.0
1277181,678,prior,8,0,00,7.0
910549,678,prior,9,4,09,11.0
1773541,678,prior,10,1,14,25.0
2274605,678,prior,11,4,22,3.0
2808176,678,prior,12,4,22,7.0
2479036,678,prior,13,5,11,8.0
1129682,678,prior,14,2,07,11.0
2698461,678,prior,15,1,13,20.0
487589,678,prior,16,3,08,9.0
1825529,678,prior,17,5,22,23.0
1770,678,prior,18,3,13,12.0
1320260,678,prior,19,0,23,18.0
3084869,678,prior,20,1,10,8.0
1628685,678,prior,21,1,21,14.0
2496659,678,test,22,5,16,4.0
2636277,679,prior,1,5,15,
1907929,679,prior,2,1,16,24.0
3069189,679,prior,3,4,18,17.0
2220917,679,prior,4,4,18,7.0
1745932,679,prior,5,3,17,30.0
2686887,679,prior,6,1,18,26.0
469837,679,prior,7,2,17,15.0
1538796,679,prior,8,5,16,30.0
2676901,679,test,9,3,16,19.0
653868,680,prior,1,0,22,
2801670,680,prior,2,2,14,30.0
763244,680,prior,3,0,17,30.0
546042,680,prior,4,0,21,21.0
296844,680,prior,5,5,19,5.0
2256784,680,prior,6,0,09,30.0
1405257,680,train,7,1,19,1.0
392048,681,prior,1,0,13,
1961617,681,prior,2,5,16,12.0
2606357,681,prior,3,2,11,11.0
2194922,681,prior,4,0,11,5.0
2177066,681,prior,5,6,11,13.0
1078531,681,test,6,5,13,13.0
1292059,682,prior,1,0,14,
2151152,682,prior,2,0,08,14.0
2035569,682,prior,3,3,09,3.0
1084533,682,prior,4,5,09,30.0
3272552,682,prior,5,5,14,21.0
1405134,682,prior,6,2,21,4.0
2050918,682,prior,7,2,13,14.0
2123225,682,prior,8,2,23,28.0
3154219,682,prior,9,3,13,8.0
2677146,682,prior,10,1,09,12.0
1320607,682,prior,11,3,14,2.0
2079577,682,prior,12,2,11,6.0
1635937,682,prior,13,2,20,7.0
2184637,682,prior,14,3,13,8.0
29667,682,prior,15,2,22,6.0
2371654,682,prior,16,3,14,30.0
1685512,682,prior,17,3,15,21.0
47583,682,prior,18,0,10,11.0
1374172,682,prior,19,0,12,0.0
783434,682,train,20,3,08,17.0
3055679,683,prior,1,3,08,
1692533,683,prior,2,5,12,30.0
1232895,683,prior,3,4,10,6.0
1706937,683,prior,4,3,08,27.0
888042,683,prior,5,6,12,10.0
94502,683,prior,6,0,18,30.0
2278368,683,test,7,3,16,17.0
1476546,684,prior,1,3,11,
648007,684,prior,2,3,13,7.0
2864781,684,prior,3,2,14,6.0
2643012,684,prior,4,1,10,6.0
365775,684,prior,5,1,14,7.0
616182,684,prior,6,1,15,7.0
1962147,684,prior,7,2,12,8.0
2865612,684,prior,8,1,10,6.0
228760,684,prior,9,1,12,7.0
3280312,684,prior,10,1,11,7.0
2861253,684,prior,11,1,11,7.0
942299,684,prior,12,1,13,14.0
118314,684,prior,13,1,13,7.0
3291457,684,prior,14,1,13,7.0
968093,684,prior,15,1,09,14.0
3153340,684,prior,16,1,12,7.0
569079,684,prior,17,4,11,3.0
1540064,684,prior,18,1,09,4.0
754179,684,prior,19,1,10,7.0
1093813,684,prior,20,2,10,8.0
951937,684,prior,21,1,10,6.0
1626386,684,prior,22,1,09,7.0
2881569,684,prior,23,1,10,7.0
1036133,684,prior,24,1,09,7.0
3229072,684,prior,25,1,10,7.0
1438588,684,prior,26,1,09,7.0
1696391,684,train,27,1,09,7.0
442364,685,prior,1,4,13,
481688,685,prior,2,2,15,26.0
1074458,685,prior,3,5,22,10.0
2238747,685,prior,4,2,12,30.0
143284,685,train,5,4,09,16.0
2087939,686,prior,1,1,14,
2698174,686,prior,2,6,16,19.0
3074251,686,prior,3,0,14,30.0
3196397,686,test,4,5,16,5.0
806535,687,prior,1,6,14,
1140627,687,prior,2,5,13,20.0
195301,687,prior,3,4,13,6.0
1666226,687,prior,4,5,13,8.0
1985314,687,prior,5,0,09,9.0
368279,687,prior,6,2,14,9.0
3118168,687,prior,7,6,14,11.0
2258553,687,prior,8,3,09,18.0
2587585,687,prior,9,4,10,8.0
2532533,687,prior,10,1,12,11.0
659537,687,prior,11,1,13,21.0
2212121,687,prior,12,4,09,10.0
1137234,687,prior,13,2,09,12.0
2244862,687,prior,14,5,10,30.0
439889,687,prior,15,6,12,8.0
1033860,687,prior,16,6,10,28.0
1191205,687,prior,17,3,14,18.0
261625,687,prior,18,5,10,9.0
3289145,687,prior,19,2,09,11.0
2810951,687,train,20,6,14,4.0
1295855,688,prior,1,1,09,
2647312,688,prior,2,1,10,28.0
113791,688,prior,3,4,10,17.0
2295577,688,prior,4,4,09,7.0
1455569,688,prior,5,3,16,6.0
3056207,688,prior,6,2,13,6.0
3372199,688,prior,7,1,10,6.0
1711973,688,prior,8,1,10,0.0
3035766,688,prior,9,3,11,2.0
1486131,688,prior,10,1,10,5.0
941297,688,prior,11,4,12,3.0
702768,688,prior,12,1,11,11.0
85077,688,prior,13,1,10,7.0
9068,688,prior,14,3,09,9.0
260782,688,prior,15,4,08,1.0
3295873,688,prior,16,4,16,0.0
3049413,688,prior,17,5,11,1.0
2442559,688,prior,18,1,10,17.0
1075056,688,prior,19,2,09,1.0
2860774,688,prior,20,3,17,1.0
2673688,688,prior,21,1,10,5.0
863171,688,prior,22,1,15,0.0
714934,688,prior,23,3,10,2.0
2468802,688,prior,24,4,11,8.0
1614386,688,prior,25,2,10,12.0
1351448,688,prior,26,4,11,2.0
2777965,688,prior,27,1,09,4.0
2666829,688,prior,28,2,10,8.0
2546667,688,prior,29,2,12,0.0
1478942,688,prior,30,4,10,2.0
120029,688,prior,31,1,10,4.0
2849481,688,prior,32,1,10,0.0
1710904,688,prior,33,2,12,1.0
773463,688,prior,34,3,10,1.0
3006366,688,prior,35,1,09,5.0
1595809,688,prior,36,2,10,1.0
2605389,688,prior,37,1,09,6.0
2065978,688,prior,38,3,13,2.0
723960,688,prior,39,1,09,5.0
2552294,688,prior,40,4,11,3.0
612357,688,prior,41,4,18,0.0
1725298,688,prior,42,4,08,7.0
2617488,688,prior,43,4,11,0.0
948787,688,prior,44,1,09,4.0
874943,688,prior,45,5,08,4.0
353496,688,prior,46,1,09,3.0
2683555,688,prior,47,4,14,3.0
321098,688,prior,48,1,13,4.0
1688642,688,prior,49,3,09,2.0
1878840,688,prior,50,1,09,5.0
2437399,688,prior,51,2,10,1.0
968607,688,prior,52,3,08,1.0
2865173,688,prior,53,3,13,0.0
2305683,688,prior,54,1,08,5.0
274721,688,prior,55,4,11,3.0
2455292,688,prior,56,1,09,4.0
2795652,688,prior,57,2,09,1.0
2020844,688,prior,58,1,11,6.0
437979,688,prior,59,1,13,0.0
176163,688,prior,60,1,09,7.0
2543294,688,prior,61,5,08,4.0
1086345,688,prior,62,1,09,3.0
1278948,688,prior,63,2,07,1.0
695415,688,test,64,2,16,0.0
2769567,689,prior,1,2,18,
2516537,689,prior,2,1,15,30.0
187239,689,prior,3,5,22,30.0
1204921,689,train,4,3,15,30.0
2033437,690,prior,1,4,19,
357419,690,prior,2,3,12,6.0
628284,690,prior,3,2,19,6.0
2224528,690,prior,4,5,11,3.0
1556500,690,prior,5,1,11,3.0
2510022,690,prior,6,2,15,8.0
2231209,690,prior,7,4,08,2.0
631683,690,prior,8,3,13,6.0
1373352,690,prior,9,3,17,0.0
588846,690,prior,10,2,16,6.0
2750619,690,prior,11,4,16,2.0
1342488,690,prior,12,4,20,7.0
2789482,690,prior,13,0,13,3.0
1329318,690,prior,14,3,19,3.0
2686631,690,prior,15,1,17,5.0
679615,690,prior,16,5,14,4.0
834987,690,prior,17,2,14,4.0
1471269,690,prior,18,5,14,3.0
417181,690,prior,19,1,15,3.0
2424233,690,prior,20,6,16,5.0
822338,690,prior,21,2,16,3.0
3087991,690,prior,22,5,18,3.0
162117,690,prior,23,3,14,12.0
2565257,690,prior,24,0,15,4.0
3194613,690,prior,25,5,14,12.0
2116186,690,prior,26,1,10,3.0
2533852,690,prior,27,6,16,5.0
220637,690,prior,28,1,16,2.0
2228837,690,prior,29,4,14,3.0
1280536,690,prior,30,5,16,1.0
2705259,690,prior,31,1,13,3.0
1228141,690,prior,32,3,14,2.0
3145120,690,prior,33,1,15,5.0
2967149,690,prior,34,5,14,4.0
1517188,690,prior,35,4,15,6.0
2578411,690,prior,36,6,17,2.0
2615167,690,prior,37,4,09,5.0
1786271,690,prior,38,6,16,2.0
1569103,690,prior,39,2,13,3.0
2539298,690,prior,40,0,16,5.0
2538252,690,prior,41,2,12,2.0
1643207,690,prior,42,4,18,2.0
1190386,690,prior,43,2,11,5.0
1661120,690,prior,44,4,20,2.0
332081,690,prior,45,4,16,7.0
2972488,690,prior,46,3,18,6.0
3143997,690,prior,47,4,15,1.0
3069808,690,prior,48,0,16,3.0
3380751,690,prior,49,2,16,2.0
944882,690,prior,50,5,16,3.0
203942,690,prior,51,0,10,2.0
747308,690,prior,52,4,14,4.0
1763299,690,prior,53,6,11,9.0
3049105,690,prior,54,4,15,5.0
1759287,690,prior,55,3,17,6.0
2506338,690,prior,56,6,14,3.0
687725,690,prior,57,4,14,5.0
653544,690,prior,58,0,13,3.0
2368091,690,prior,59,5,18,5.0
1886202,690,prior,60,0,20,2.0
1860251,690,prior,61,1,14,1.0
712058,690,prior,62,4,11,3.0
2437297,690,prior,63,6,10,2.0
1224545,690,prior,64,2,16,3.0
2739715,690,prior,65,5,16,3.0
308991,690,prior,66,1,17,3.0
1805046,690,prior,67,2,13,1.0
527931,690,prior,68,4,14,2.0
1660161,690,prior,69,0,13,3.0
2664081,690,prior,70,1,11,1.0
90065,690,prior,71,4,11,3.0
322702,690,prior,72,2,16,5.0
1217704,690,prior,73,4,11,2.0
1939624,690,prior,74,0,09,3.0
3380581,690,prior,75,2,09,2.0
2513352,690,prior,76,3,16,1.0
1447219,690,prior,77,5,12,2.0
324321,690,prior,78,6,15,1.0
349204,690,prior,79,4,16,5.0
2039296,690,prior,80,0,14,3.0
1932844,690,prior,81,2,14,2.0
3194375,690,prior,82,3,13,1.0
1473498,690,prior,83,4,16,1.0
3033308,690,prior,84,5,16,1.0
1475427,690,prior,85,0,13,2.0
1519475,690,prior,86,0,16,0.0
2058234,690,prior,87,5,12,5.0
343756,690,prior,88,0,13,2.0
168739,690,prior,89,3,17,3.0
2188085,690,prior,90,0,12,4.0
347765,690,prior,91,3,09,3.0
3006729,690,prior,92,4,10,1.0
2706379,690,prior,93,5,13,1.0
1773558,690,prior,94,2,10,4.0
2289770,690,prior,95,5,14,3.0
2928530,690,prior,96,2,13,4.0
1714173,690,prior,97,4,14,2.0
3223876,690,prior,98,6,19,2.0
1311132,690,prior,99,2,15,3.0
3327840,690,train,100,4,11,2.0
1131917,691,prior,1,1,13,
536347,691,prior,2,5,21,4.0
880012,691,prior,3,4,12,30.0
3010461,691,prior,4,6,12,9.0
130902,691,prior,5,5,15,6.0
2555219,691,prior,6,3,08,19.0
1682487,691,prior,7,0,15,4.0
3393778,691,prior,8,0,22,14.0
2940180,691,prior,9,2,18,9.0
3051385,691,prior,10,5,08,17.0
1041338,691,prior,11,5,12,30.0
2343357,691,prior,12,4,13,13.0
1223920,691,prior,13,1,11,11.0
962470,691,prior,14,6,15,19.0
1971145,691,prior,15,0,18,30.0
119829,691,prior,16,2,16,2.0
2898988,691,prior,17,4,14,9.0
2683860,691,prior,18,1,16,30.0
133345,691,prior,19,5,22,11.0
1060084,691,prior,20,1,14,10.0
2836919,691,prior,21,3,10,2.0
526461,691,prior,22,4,11,8.0
1379024,691,train,23,6,23,16.0
1032231,692,prior,1,0,09,
1852180,692,prior,2,6,18,30.0
2849910,692,prior,3,0,16,8.0
1459456,692,prior,4,6,09,27.0
1958210,692,prior,5,2,15,10.0
2847470,692,prior,6,5,06,30.0
1312219,692,prior,7,3,18,5.0
1110806,692,prior,8,0,09,18.0
1369860,692,prior,9,0,12,21.0
3404454,692,prior,10,6,20,27.0
1784286,692,prior,11,4,21,19.0
1842223,692,train,12,6,18,23.0
1767303,693,prior,1,4,10,
2034135,693,prior,2,0,12,10.0
289434,693,prior,3,1,08,30.0
1462192,693,prior,4,3,11,2.0
257614,693,prior,5,2,18,6.0
2121710,693,test,6,0,08,19.0
3195404,694,prior,1,6,12,
2503068,694,prior,2,0,18,30.0
1832111,694,prior,3,4,10,25.0
3351274,694,prior,4,5,06,30.0
3013020,694,prior,5,6,13,15.0
2489595,694,prior,6,4,09,30.0
2385054,694,prior,7,6,12,9.0
1168616,694,prior,8,6,15,21.0
2524486,694,train,9,6,22,21.0
1184817,695,prior,1,6,16,
2718784,695,prior,2,5,16,6.0
1807932,695,prior,3,6,16,1.0
1063245,695,train,4,5,16,6.0
1226162,696,prior,1,1,16,
752210,696,prior,2,1,09,7.0
194646,696,prior,3,1,08,14.0
2647064,696,prior,4,1,10,7.0
404561,696,prior,5,1,08,7.0
600413,696,prior,6,2,10,8.0
2247168,696,prior,7,1,08,6.0
1698789,696,prior,8,1,09,7.0
1373260,696,prior,9,1,08,7.0
1281925,696,prior,10,1,09,7.0
576228,696,prior,11,2,08,8.0
2876783,696,prior,12,1,08,6.0
3144409,696,prior,13,1,08,7.0
399148,696,prior,14,1,08,7.0
407614,696,prior,15,1,08,21.0
2596328,696,prior,16,2,10,1.0
2459225,696,prior,17,1,10,6.0
1335781,696,prior,18,1,09,7.0
1180505,696,prior,19,2,10,8.0
3161273,696,prior,20,3,20,1.0
2395501,696,prior,21,1,10,5.0
2995266,696,prior,22,1,10,7.0
2729717,696,prior,23,2,09,8.0
2618367,696,prior,24,1,08,6.0
1084526,696,prior,25,1,09,7.0
1701713,696,prior,26,1,12,7.0
2397013,696,prior,27,1,11,7.0
939722,696,prior,28,1,19,0.0
2192261,696,prior,29,1,10,7.0
1796057,696,prior,30,1,10,7.0
238757,696,prior,31,1,10,7.0
1925281,696,prior,32,1,11,7.0
1670264,696,prior,33,1,11,14.0
1931809,696,prior,34,3,14,30.0
1517827,696,prior,35,3,09,7.0
512932,696,prior,36,1,10,30.0
2098075,696,prior,37,2,10,8.0
2235222,696,prior,38,2,11,14.0
2643096,696,train,39,2,10,30.0
2803934,697,prior,1,5,14,
1931587,697,prior,2,4,12,13.0
829550,697,prior,3,2,15,26.0
1734289,697,prior,4,3,10,1.0
3338506,697,prior,5,2,09,20.0
2451495,697,train,6,0,11,26.0
2011240,698,prior,1,0,12,
2297906,698,prior,2,0,16,30.0
1455973,698,prior,3,2,16,30.0
157024,698,prior,4,1,18,30.0
1029165,698,prior,5,3,11,23.0
2904666,698,test,6,1,14,30.0
1672786,699,prior,1,1,01,
992025,699,prior,2,0,16,6.0
1852592,699,prior,3,3,11,30.0
1288032,699,prior,4,1,14,19.0
3388252,699,prior,5,1,13,14.0
1609172,699,prior,6,6,04,5.0
1668864,699,prior,7,6,12,14.0
2109523,699,prior,8,1,11,2.0
1654656,699,prior,9,6,14,12.0
2513997,699,prior,10,2,12,10.0
293972,699,prior,11,1,09,6.0
809997,699,prior,12,1,12,7.0
2920958,699,prior,13,2,08,8.0
1822866,699,prior,14,0,08,19.0
3313355,699,prior,15,2,11,2.0
3027482,699,prior,16,2,16,7.0
3319013,699,prior,17,6,14,4.0
2237897,699,prior,18,5,09,6.0
631965,699,prior,19,1,14,10.0
2454237,699,prior,20,0,15,6.0
2332309,699,prior,21,1,09,22.0
1493345,699,prior,22,0,09,6.0
811512,699,prior,23,4,15,4.0
958043,699,prior,24,0,14,3.0
957103,699,prior,25,1,15,22.0
2886836,699,prior,26,5,07,4.0
3230472,699,prior,27,4,15,6.0
402203,699,prior,28,6,10,9.0
2177467,699,prior,29,5,15,6.0
1768531,699,prior,30,0,12,2.0
3170166,699,prior,31,4,15,4.0
2497479,699,prior,32,4,09,14.0
2360789,699,prior,33,5,15,22.0
2695360,699,prior,34,0,09,16.0
2466248,699,prior,35,5,11,5.0
2473549,699,prior,36,5,07,14.0
2154325,699,train,37,0,10,9.0
305901,700,prior,1,2,16,
1533196,700,prior,2,3,16,1.0
2034326,700,prior,3,6,11,3.0
758352,700,prior,4,0,12,1.0
2867201,700,prior,5,3,10,3.0
222117,700,prior,6,5,19,2.0
1471185,700,prior,7,1,10,3.0
1218798,700,prior,8,3,19,2.0
3002915,700,train,9,6,10,3.0
2808127,701,prior,1,2,14,
2677145,701,prior,2,3,11,30.0
740361,701,prior,3,1,13,30.0
2866491,701,prior,4,3,12,30.0
1676999,701,prior,5,4,11,30.0
3012416,701,prior,6,0,17,30.0
3164079,701,prior,7,1,17,15.0
1497682,701,test,8,2,12,15.0
2858415,702,prior,1,1,14,
1833346,702,prior,2,5,09,4.0
2267077,702,prior,3,3,11,26.0
2585666,702,prior,4,0,12,30.0
1029500,702,prior,5,4,11,4.0
2066024,702,prior,6,3,11,13.0
2865755,702,prior,7,2,09,6.0
707948,702,prior,8,3,12,8.0
1413002,702,prior,9,1,13,26.0
2435523,702,prior,10,4,11,3.0
1104196,702,prior,11,2,11,26.0
352680,702,prior,12,1,06,6.0
882031,702,prior,13,2,15,1.0
3080533,702,prior,14,3,07,1.0
3246339,702,prior,15,3,11,14.0
2978189,702,prior,16,0,15,4.0
1577526,702,prior,17,2,09,2.0
2358959,702,prior,18,3,08,22.0
1432313,702,prior,19,2,13,30.0
2571784,702,prior,20,1,12,6.0
3358958,702,prior,21,2,11,8.0
1820346,702,prior,22,2,09,14.0
879066,702,prior,23,4,21,2.0
2025747,702,prior,24,2,12,5.0
549953,702,prior,25,4,22,23.0
1534811,702,prior,26,1,12,18.0
1726557,702,test,27,4,13,3.0
2154341,703,prior,1,6,10,
1318862,703,prior,2,2,12,3.0
1769363,703,prior,3,1,14,6.0
2676933,703,prior,4,6,11,5.0
1268713,703,prior,5,5,14,6.0
1792823,703,prior,6,3,12,5.0
1736729,703,prior,7,1,15,5.0
611092,703,prior,8,2,12,15.0
2713750,703,prior,9,1,13,13.0
261370,703,train,10,1,12,7.0
1723568,704,prior,1,4,12,
2943226,704,prior,2,1,14,18.0
2540917,704,prior,3,0,17,27.0
1030495,704,prior,4,4,13,4.0
3039043,704,prior,5,1,15,11.0
2376164,704,prior,6,0,10,13.0
2127707,704,train,7,6,19,20.0
984294,705,prior,1,4,11,
1435460,705,prior,2,6,11,9.0
1422201,705,prior,3,3,16,18.0
2002973,705,prior,4,1,16,12.0
1987153,705,prior,5,2,19,30.0
1263919,705,prior,6,4,09,30.0
959637,705,train,7,5,20,8.0
202431,706,prior,1,3,10,
141996,706,prior,2,2,17,13.0
2263029,706,prior,3,0,13,19.0
2372024,706,prior,4,2,14,23.0
2120814,706,prior,5,0,14,26.0
2608338,706,prior,6,3,15,17.0
600933,706,prior,7,3,18,0.0
1359585,706,prior,8,2,14,6.0
2375547,706,prior,9,2,08,30.0
1289601,706,prior,10,3,10,15.0
178418,706,test,11,1,15,30.0
418857,707,prior,1,0,12,
923520,707,prior,2,0,16,30.0
1305271,707,prior,3,0,16,21.0
1349932,707,prior,4,3,14,3.0
2556514,707,prior,5,1,17,5.0
1640849,707,prior,6,1,15,7.0
1846736,707,prior,7,2,18,22.0
2693109,707,prior,8,2,16,7.0
212338,707,prior,9,6,19,30.0
875642,707,prior,10,5,14,27.0
609735,707,prior,11,4,15,27.0
1791622,707,prior,12,0,12,24.0
1191841,707,train,13,5,10,30.0
580483,708,prior,1,5,17,
1873253,708,prior,2,3,17,30.0
2860859,708,prior,3,1,10,12.0
2948862,708,prior,4,6,16,30.0
2098508,708,prior,5,6,14,7.0
2056793,708,prior,6,0,11,22.0
1679145,708,prior,7,6,15,13.0
445991,708,prior,8,2,11,30.0
1288342,708,prior,9,2,10,30.0
2503924,708,prior,10,4,14,23.0
1070088,708,prior,11,2,11,12.0
2084061,708,prior,12,5,19,24.0
929385,708,prior,13,2,17,11.0
219418,708,prior,14,5,12,17.0
1202012,708,train,15,2,11,30.0
1284746,709,prior,1,1,19,
389851,709,prior,2,0,21,6.0
1331431,709,prior,3,6,15,6.0
147387,709,prior,4,0,21,8.0
2322397,709,prior,5,1,21,8.0
1307498,709,train,6,0,22,6.0
1473331,710,prior,1,3,15,
3234457,710,prior,2,1,22,30.0
3128610,710,prior,3,2,10,30.0
2018761,710,prior,4,3,11,8.0
580903,710,prior,5,0,10,11.0
2035557,710,prior,6,0,08,21.0
2830190,710,prior,7,3,07,17.0
968578,710,prior,8,5,20,30.0
2364046,710,prior,9,6,20,8.0
2169464,710,prior,10,0,01,15.0
2009386,710,prior,11,0,00,7.0
585652,710,prior,12,0,10,21.0
994324,710,prior,13,5,23,12.0
2864505,710,prior,14,2,09,11.0
2968331,710,prior,15,3,10,8.0
1232826,710,prior,16,0,20,11.0
1054283,710,train,17,0,09,14.0
2962585,711,prior,1,5,06,
1240349,711,prior,2,1,10,17.0
881001,711,prior,3,5,08,11.0
470395,711,prior,4,5,06,14.0
3158553,711,prior,5,3,21,12.0
2357159,711,train,6,6,10,10.0
2854550,712,prior,1,4,09,
2842572,712,prior,2,0,17,30.0
894689,712,prior,3,0,11,30.0
475069,712,prior,4,4,09,30.0
219467,712,train,5,6,17,30.0
1487718,713,prior,1,3,16,
3124543,713,prior,2,2,08,13.0
3327441,713,prior,3,3,16,8.0
2515533,713,prior,4,3,21,7.0
765051,713,prior,5,1,17,5.0
2595504,713,prior,6,5,19,4.0
2789376,713,prior,7,1,12,3.0
1756021,713,prior,8,2,18,8.0
3057401,713,prior,9,6,09,4.0
56729,713,prior,10,4,13,5.0
1432215,713,prior,11,6,17,2.0
3378017,713,prior,12,4,16,30.0
463395,713,prior,13,3,18,30.0
3256063,713,prior,14,1,10,30.0
2493442,713,prior,15,3,00,30.0
398828,713,train,16,2,19,13.0
2626050,714,prior,1,5,12,
2536944,714,prior,2,4,10,30.0
1546044,714,prior,3,5,15,30.0
460604,714,prior,4,5,15,7.0
2971438,714,prior,5,2,09,30.0
2167120,714,prior,6,0,10,12.0
1378392,714,prior,7,2,13,16.0
1004188,714,prior,8,2,13,30.0
1482387,714,prior,9,1,16,13.0
2196008,714,prior,10,5,11,11.0
44476,714,prior,11,0,23,9.0
951205,714,prior,12,1,11,1.0
1985806,714,prior,13,1,18,14.0
222815,714,prior,14,2,09,29.0
2455657,714,prior,15,2,13,7.0
1985172,714,train,16,6,11,18.0
829120,715,prior,1,1,11,
2082077,715,prior,2,3,16,9.0
2737545,715,prior,3,1,12,19.0
53328,715,prior,4,2,11,22.0
2569468,715,prior,5,1,16,27.0
188934,715,prior,6,3,17,2.0
1109838,715,prior,7,1,14,30.0
882122,715,prior,8,2,13,8.0
1056840,715,prior,9,2,13,14.0
3332050,715,prior,10,2,16,14.0
1792143,715,prior,11,4,15,9.0
296461,715,prior,12,0,11,30.0
252414,715,prior,13,2,14,9.0
1122780,715,train,14,5,12,10.0
387136,716,prior,1,5,15,
3211242,716,prior,2,4,08,6.0
2036596,716,prior,3,5,15,22.0
3323696,716,prior,4,2,18,11.0
67479,716,train,5,3,21,8.0
394068,717,prior,1,5,12,
1922518,717,prior,2,3,17,5.0
2688928,717,prior,3,5,11,9.0
1764381,717,prior,4,5,11,21.0
1721967,717,prior,5,1,11,10.0
1031285,717,prior,6,6,10,5.0
1342610,717,prior,7,0,20,8.0
944659,717,train,8,1,18,8.0
1369042,718,prior,1,5,16,
2532994,718,prior,2,6,14,30.0
590646,718,prior,3,6,13,28.0
921692,718,train,4,1,07,30.0
905061,719,prior,1,6,16,
3346521,719,prior,2,6,16,7.0
2711375,719,prior,3,6,10,7.0
3218377,719,prior,4,2,08,3.0
24733,719,prior,5,4,10,9.0
2470389,719,prior,6,3,11,6.0
2032312,719,prior,7,1,10,5.0
2468764,719,prior,8,6,13,5.0
1758873,719,prior,9,5,15,27.0
1927949,719,prior,10,1,10,3.0
1823662,719,prior,11,0,13,6.0
1402892,719,prior,12,1,17,1.0
1412586,719,prior,13,0,13,6.0
1717633,719,prior,14,6,12,6.0
83354,719,prior,15,2,16,3.0
576083,719,prior,16,6,16,18.0
2270446,719,prior,17,2,07,10.0
789970,719,prior,18,3,10,8.0
668028,719,prior,19,1,12,26.0
2189019,719,prior,20,2,14,8.0
1527803,719,prior,21,0,17,5.0
131697,719,prior,22,6,11,6.0
2910729,719,prior,23,0,12,1.0
339715,719,prior,24,4,07,4.0
945286,719,prior,25,0,15,3.0
3290222,719,prior,26,1,13,1.0
947146,719,prior,27,0,09,6.0
1300026,719,prior,28,0,15,7.0
2232643,719,prior,29,0,17,0.0
2724425,719,prior,30,3,10,3.0
2585218,719,prior,31,4,10,1.0
2853130,719,prior,32,3,08,6.0
1909607,719,prior,33,5,08,2.0
753429,719,prior,34,0,09,2.0
2621848,719,prior,35,3,12,3.0
650794,719,prior,36,5,08,2.0
1463421,719,prior,37,2,10,4.0
460468,719,prior,38,6,08,4.0
771487,719,prior,39,6,08,0.0
822072,719,prior,40,1,14,2.0
2585207,719,prior,41,6,11,5.0
3394797,719,prior,42,3,16,30.0
1551104,719,prior,43,4,16,1.0
1373346,719,prior,44,0,14,3.0
3372262,719,prior,45,4,13,4.0
1238871,719,prior,46,5,18,1.0
1339527,719,prior,47,2,14,4.0
3295764,719,prior,48,3,07,1.0
1765504,719,prior,49,1,13,5.0
376821,719,prior,50,2,11,1.0
2429709,719,prior,51,3,12,8.0
780202,719,prior,52,4,11,8.0
2078479,719,prior,53,1,10,4.0
252413,719,prior,54,2,12,1.0
107975,719,prior,55,6,13,4.0
1421796,719,prior,56,1,16,2.0
1034720,719,prior,57,4,09,3.0
3387983,719,prior,58,2,10,5.0
1204970,719,prior,59,6,09,4.0
1999019,719,prior,60,0,11,1.0
1910078,719,prior,61,3,16,3.0
792442,719,prior,62,0,16,4.0
2419374,719,prior,63,2,14,2.0
1558672,719,prior,64,3,16,1.0
449408,719,prior,65,0,19,4.0
2524630,719,prior,66,3,17,3.0
254480,719,prior,67,5,09,2.0
3135551,719,prior,68,6,11,1.0
95274,719,prior,69,0,13,8.0
2470812,719,prior,70,1,16,1.0
2905578,719,prior,71,0,14,6.0
2006691,719,prior,72,4,17,4.0
3107150,719,train,73,6,19,2.0
2108595,720,prior,1,1,22,
537024,720,prior,2,3,08,9.0
